ix,iy,grid_x,grid_y,dx_sub,dy_sub,peak,second_peak,map_x,map_y,dx_m,dy_m,dx_ref_px,dy_ref_px
1,2,438,446,-17.92115650005386,-2.42720517685197,0.464189350605011,0.29009321331977844,-2839612.64,-1541048.4500000002,-84.58785868025421,-11.456408434741297,-42.29392934012711,-5.728204217370648
10,2,923,446,5.711961652344344,17.53106011231147,0.43807482719421387,0.3669409155845642,-2837323.44,-1541048.4500000002,26.960458999065303,82.74660373011012,13.480229499532651,41.37330186505506
2,3,489,525,-10.434793558119036,24.220378061711564,0.6553797125816345,0.5501561164855957,-2839371.92,-1541421.33,-49.25222559432185,114.32018445127858,-24.626112797160925,57.16009222563929
5,3,651,525,-15.9815913784165,-26.50691867265719,0.6230711936950684,0.5349288582801819,-2838607.28,-1541421.33,-75.43311130612588,-125.11265613494193,-37.71655565306294,-62.556328067470965
7,3,759,525,-24.80200003076325,9.270935541001657,0.753291666507721,0.47769322991371155,-2838097.52,-1541421.33,-117.06544014520253,43.75881575352782,-58.532720072601265,21.87940787676391
14,3,1137,525,19.531429679579215,1.5156896776892197,0.5360734462738037,0.41575902700424194,-2836313.36,-1541421.33,92.18834808761389,7.154055278693116,46.094174043806944,3.577027639346558
15,3,1192,525,-1.9448183992407886,-21.33189160171047,0.539652943611145,0.47588810324668884,-2836053.76,-1541421.33,-9.179542844416522,-100.68652836007341,-4.589771422208261,-50.343264180036705
0,4,378,604,-17.457004237235655,-23.556561728064587,0.6492206454277039,0.4656563997268677,-2839895.84,-1541794.21,-82.39705999975229,-111.18697135646484,-41.19852999987614,-55.59348567823242
2,4,486,604,15.665212761044204,23.95433663969207,0.6289209723472595,0.4717564582824707,-2839386.08,-1541794.21,73.93980423212864,113.06446893934657,36.96990211606432,56.532234469673284
3,4,540,604,-7.167991373901638,-10.199049287010677,0.6675689220428467,0.5284064412117004,-2839131.2,-1541794.21,-33.83291928481573,-48.13951263469039,-16.916459642407865,-24.069756317345195
4,4,595,604,-5.492931771037505,24.277561088354005,0.5170472264289856,0.4096048176288605,-2838871.6,-1541794.21,-25.926637959297025,114.5900883370309,-12.963318979648513,57.29504416851545
5,4,649,604,-8.391165646970443,24.48832795783683,0.5202447175979614,0.4320240914821625,-2838616.72,-1541794.21,-39.60630185370049,115.58490796098984,-19.803150926850243,57.79245398049492
6,4,703,604,22.816450356269485,0.5937083969955018,0.4961686134338379,0.4031302034854889,-2838361.84,-1541794.21,107.69364568159196,2.8023036338187683,53.84682284079598,1.4011518169093842
7,4,757,604,-28.11841563705243,6.950002019644408,0.6954821348190308,0.5551126599311829,-2838106.96,-1541794.21,-132.71892180688747,32.80400953272161,-66.35946090344373,16.402004766360804
0,5,374,683,18.687233330307293,-9.870780413138261,0.8442537188529968,0.6806415915489197,-2839914.72,-1542167.09,88.20374131905042,-46.590083550012594,44.10187065952521,-23.295041775006297
7,5,755,683,2.1193029981609652,11.934928868833119,0.5462133288383484,0.4050072133541107,-2838116.4,-1542167.09,10.003110151319756,56.332864260892315,5.001555075659878,28.166432130446157
0,6,368,762,4.817045457252365,18.665198595096903,0.5464593768119812,0.39124688506126404,-2839943.04,-1542539.97,22.736454558231163,88.09973736885738,11.368227279115581,44.04986868442869
1,6,422,762,-21.925341282324304,17.19433568769935,0.5697079300880432,0.41475096344947815,-2839688.16,-1542539.97,-103.48761085257071,81.15726444594092,-51.743805426285356,40.57863222297046
3,6,532,762,6.664233963938759,-22.9338237790435,0.7488771080970764,0.6057657599449158,-2839168.96,-1542539.97,31.455184309790944,-108.24764823708531,15.727592154895472,-54.12382411854266
9,6,862,762,-5.494866784311743,19.177836875726072,0.7581641674041748,0.5032122731208801,-2837611.36,-1542539.97,-25.935771221951423,90.51939005342706,-12.967885610975712,45.25969502671353
11,6,972,762,11.234290782386177,-6.751640524698468,0.4857161045074463,0.4234130382537842,-2837092.16,-1542539.97,53.025852492862754,-31.867743276576768,26.512926246431377,-15.933871638288384
14,6,1137,762,-9.043193237484125,-6.040095408637185,0.7265520691871643,0.5289646983146667,-2836313.36,-1542539.97,-42.68387208092507,-28.509250328767514,-21.341936040462535,-14.254625164383757
15,6,1192,762,-9.035039011283287,-6.036412052884744,0.867571234703064,0.6549041271209717,-2836053.76,-1542539.97,-42.64538413325711,-28.49186488961599,-21.322692066628555,-14.245932444807995
3,7,528,842,5.548646557341442,3.5978739341556185,0.7550296187400818,0.6487541198730469,-2839187.84,-1542917.57,26.189611750651604,16.98196496921452,13.094805875325802,8.49098248460726
6,7,694,842,-10.632891878179192,13.42708695207929,0.50931715965271,0.4009353220462799,-2838404.32,-1542917.57,-50.18724966500579,63.37585041381424,-25.093624832502893,31.68792520690712
12,7,1026,842,-27.580758900289972,4.776438801219998,0.4991956651210785,0.4142468571662903,-2836837.28,-1542917.57,-130.18118200936865,22.544791141758388,-65.09059100468433,11.272395570879194
14,7,1136,842,-21.77860046053236,5.943771916273804,0.49945783615112305,0.37781739234924316,-2836318.08,-1542917.57,-102.79499417371274,28.054603444812354,-51.39749708685637,14.027301722406177
0,8,358,921,-20.40569892875871,17.136442924487014,0.5689260363578796,0.49044269323349,-2839990.24,-1543290.4500000002,-96.31489894374111,80.8840106035787,-48.15744947187056,40.44200530178935
12,8,1022,921,10.938261469979416,11.934824609206942,0.4427550435066223,0.37973731756210327,-2836856.16,-1543290.4500000002,51.628594138302844,56.33237215545676,25.814297069151422,28.16618607772838
15,8,1189,921,13.042777685787188,-28.3247583463499,0.5311177968978882,0.4475460946559906,-2836067.92,-1543290.4500000002,61.561910676915524,-133.69285939477152,30.780955338457762,-66.84642969738576
3,9,518,1000,20.161635192260054,12.861590647757762,0.4255090653896332,0.35384121537208557,-2839235.04,-1543663.33,95.16291810746745,60.70670785741663,47.581459053733724,30.353353928708316
6,9,685,1000,-28.209960374056717,9.924068888669595,0.4522289037704468,0.3917471170425415,-2838446.8,-1543663.33,-133.1510129655477,46.84160515452049,-66.57550648277385,23.420802577260243
7,9,740,1000,15.165340547369341,20.56186464720803,0.5501642227172852,0.43660226464271545,-2838187.2,-1543663.33,71.58040738358329,97.0520011348219,35.790203691791646,48.52600056741095
13,9,1073,1000,-10.212373359220894,7.697716941505472,0.509503185749054,0.4566154479980469,-2836615.44,-1543663.33,-48.20240225552262,36.33322396390582,-24.10120112776131,18.16661198195291
6,10,680,1079,7.598450474260338,15.515092996744963,0.5748040080070496,0.4463222920894623,-2838470.4,-1544036.21,35.864686238508796,73.23123894463622,17.932343119254398,36.61561947231811
9,10,847,1079,-29.963235657835156,3.8936132272120116,0.5357854962348938,0.44063037633895874,-2837682.16,-1544036.21,-141.42647230498193,18.377854432440692,-70.71323615249096,9.188927216220346
11,10,958,1079,7.857586088108053,-28.7251348305306,0.6793242692947388,0.5597357153892517,-2837158.24,-1544036.21,37.087806335870006,-135.58263640010443,18.543903167935003,-67.79131820005222
0,11,344,1158,-24.572304718042446,16.722402117625894,0.5446754097938538,0.4808226227760315,-2840056.32,-1544409.09,-115.98127826916034,78.92973799519422,-57.99063913458017,39.46486899759711
1,11,399,1158,-2.8772344023836354,-27.171929151567983,0.5262017250061035,0.4323692321777344,-2839796.72,-1544409.09,-13.580546379250759,-128.2515055954009,-6.790273189625379,-64.12575279770044
12,11,1009,1158,-18.700886879141226,-11.313256004713656,0.4229609966278076,0.37615644931793213,-2836917.52,-1544409.09,-88.26818606954659,-53.39856834224845,-44.134093034773294,-26.699284171124226
15,11,1176,1158,22.09258606773981,3.6604424859242846,0.4647844731807709,0.4013381004333496,-2836129.28,-1544409.09,104.27700623973189,17.277288533562622,52.138503119865945,8.638644266781311
1,12,395,1237,-21.589850338414326,-21.97826730226448,0.6424081921577454,0.5741111636161804,-2839815.6,-1544781.97,-101.90409359731561,-103.73742166668835,-50.952046798657804,-51.868710833344174
5,12,617,1237,-9.960264622001963,-6.884540387626922,0.5250504016876221,0.4243943691253662,-2838767.76,-1544781.97,-47.01244901584926,-32.49503062959907,-23.50622450792463,-16.247515314799536
