# Stage P tie points: ch2_ohr_ncp_20211023T0027462822_d_img_d18 (source) to NAC_DTM_VIKRAMSITE1_M1442997156_100CM.TIF (reference), Chandrayaan-3 landing site.
# src_line/src_sample: 0-based position in the full-resolution source .img.
# ref_x/ref_y: reference CRS (polar stereographic, lat_ts -69.3, lon_0 32.3, R 1737400 m); ref_col/ref_row: 0-based pixel centre in the reference GeoTIFF.
# isro_geo_dx/dy_m: reference position minus the position the ISRO geometry CSV assigns to the same source pixel.
# Residuals in fine source-frame px (1 px = 1.134 m on the ground). heldout_residual_px: stripes scheme, model never saw the node.
# Reference error: lola_rms 1.85 m. Residuals are relative to the reference, not ground-truth errors.
id,src_line,src_sample,ref_x,ref_y,lon,lat,ref_col,ref_row,isro_geo_dx_m,isro_geo_dy_m,ncc_peak,ncc_second,fit_residual_px,is_inlier,heldout_fold,heldout_residual_px
1261,46089.50,9729.50,-176.392,611217.527,32.28346495,-69.39596845,10868.108,27041.973,480.32,-3685.17,0.8494,0.3860,0.3465,1,0,0.3363
1262,46089.50,10113.50,-284.851,611225.719,32.27329833,-69.39569689,10759.649,27033.781,481.09,-3685.67,0.8797,0.5376,0.4990,1,0,0.4890
1263,46089.50,10497.50,-393.993,611235.125,32.26306796,-69.39538458,10650.507,27024.375,481.25,-3684.96,0.8230,0.4456,0.5289,1,0,0.5633
1264,46089.50,10881.50,-504.559,611244.476,32.25270449,-69.39507344,10539.941,27015.024,480.06,-3684.32,0.8128,0.4466,0.4973,1,0,0.5343
1265,46089.50,11265.50,-615.854,611253.300,32.24227296,-69.39477901,10428.646,27006.200,478.20,-3684.20,0.7695,0.4855,0.1942,1,0,0.2512
1266,46089.50,11649.50,-723.687,611261.295,32.23216615,-69.39451135,10320.813,26998.205,479.87,-3684.92,0.7326,0.3880,0.2746,1,0,0.2057
1267,46473.50,2817.50,1777.652,611164.231,32.46665186,-69.39764216,12822.152,27095.269,473.48,-3686.31,0.8293,0.2804,0.2396,1,0,0.2790
1268,46473.50,3201.50,1669.993,611173.621,32.45655664,-69.39734240,12714.493,27085.879,473.87,-3685.53,0.7791,0.3035,0.3651,1,0,0.3261
1269,46473.50,3585.50,1562.513,611182.132,32.44647874,-69.39707104,12607.013,27077.368,474.50,-3685.64,0.8435,0.4509,0.2561,1,0,0.2327
1270,46473.50,3969.50,1455.749,611190.602,32.43646821,-69.39680033,12500.249,27068.898,475.92,-3685.79,0.8351,0.4220,0.1166,1,0,0.0702
1271,46473.50,4353.50,1349.000,611199.099,32.42645940,-69.39652808,12393.500,27060.401,477.42,-3685.92,0.8380,0.6010,0.1904,1,0,0.1382
1272,46473.50,4737.50,1242.030,611207.884,32.41643006,-69.39624578,12286.530,27051.616,478.76,-3685.77,0.8250,0.3900,0.4766,1,0,0.4290
1273,46473.50,5121.50,1133.797,611216.730,32.40628260,-69.39596092,12178.297,27042.770,478.90,-3685.56,0.8421,0.3919,0.4748,1,0,0.4266
1274,46473.50,5505.50,1024.200,611225.341,32.39600760,-69.39568323,12068.700,27034.159,477.74,-3685.59,0.8245,0.2549,0.1556,1,0,0.1811
1275,46473.50,5889.50,915.012,611234.328,32.38577119,-69.39539250,11959.512,27025.172,477.06,-3685.24,0.8432,0.6607,0.5291,1,0,0.5828
1276,46473.50,6273.50,807.422,611243.150,32.37568489,-69.39510647,11851.922,27016.350,478.05,-3685.07,0.8283,0.2690,0.1630,1,0,0.1907
1277,46473.50,6657.50,699.455,611251.628,32.36556347,-69.39483119,11743.955,27007.872,478.72,-3685.25,0.8405,0.4633,0.1020,1,0,0.1469
1278,46473.50,7041.50,592.485,611260.408,32.35553583,-69.39454527,11636.985,26999.092,480.45,-3685.12,0.7943,0.2979,0.5505,1,0,0.5089
1279,46473.50,7425.50,482.601,611269.099,32.34523539,-69.39426178,11527.101,26990.401,479.34,-3685.10,0.8769,0.5083,0.1351,1,0,0.1650
1280,46473.50,7809.50,373.406,611278.205,32.33499979,-69.39396390,11417.906,26981.295,478.98,-3684.66,0.8399,0.4510,0.1785,1,0,0.1717
1281,46473.50,8193.50,264.400,611286.678,32.32478216,-69.39368629,11308.900,26972.822,478.88,-3684.86,0.8487,0.3469,0.1219,1,0,0.1360
1282,46473.50,8577.50,155.222,611295.842,32.31454869,-69.39338520,11199.722,26963.658,478.67,-3684.37,0.8265,0.3356,0.1821,1,0,0.1730
1283,46473.50,8961.50,47.237,611303.877,32.30442740,-69.39312076,11091.737,26955.623,479.73,-3685.02,0.8313,0.3186,0.1761,1,0,0.1776
1284,46473.50,9345.50,-61.151,611312.985,32.29426861,-69.39282025,10983.349,26946.515,480.44,-3684.59,0.7828,0.3117,0.4669,1,0,0.4680
1285,46473.50,9729.50,-169.530,611321.274,32.28411088,-69.39254614,10874.970,26938.226,481.23,-3685.00,0.8023,0.2554,0.4442,1,0,0.4555
1286,46473.50,10113.50,-278.770,611330.487,32.27387280,-69.39224091,10765.730,26929.013,481.23,-3684.48,0.8465,0.6005,0.8765,1,0,0.9068
1287,46473.50,10497.50,-389.621,611338.570,32.26348397,-69.39197227,10654.879,26920.930,479.68,-3685.09,0.8956,0.6369,0.2850,1,0,0.2501
1288,46473.50,10881.50,-503.309,611349.235,32.25282983,-69.39161772,10541.191,26910.265,475.36,-3683.13,0.6693,0.3618,0.2554,1,0,0.2844
1289,46857.50,2817.50,1783.941,611267.463,32.46721319,-69.39423615,12828.441,26992.037,473.73,-3686.67,0.7877,0.1767,0.3671,1,0,0.4148
1290,46857.50,3201.50,1676.790,611276.481,32.45716739,-69.39394869,12721.290,26983.019,474.63,-3686.27,0.8293,0.2952,0.1442,1,0,0.1658
1291,46857.50,3585.50,1569.255,611285.144,32.44708605,-69.39367232,12613.755,26974.356,475.21,-3686.22,0.8387,0.5341,0.3193,1,0,0.3531
1292,46857.50,3969.50,1460.621,611294.408,32.43690168,-69.39337562,12505.121,26965.092,474.75,-3685.58,0.8208,0.4646,0.0527,1,0,0.0453
1293,46857.50,4353.50,1353.973,611302.848,32.42690402,-69.39310530,12398.473,26956.652,476.35,-3685.77,0.8292,0.4621,0.2578,1,0,0.2214
1294,46857.50,4737.50,1247.843,611310.861,32.41695528,-69.39284843,12292.343,26948.639,478.53,-3686.39,0.9277,0.6998,0.1200,1,0,0.1686
1295,46857.50,5121.50,1139.157,611319.934,32.40676706,-69.39255611,12183.657,26939.566,478.22,-3685.95,0.8825,0.5331,0.0486,1,0,0.0865
1296,46857.50,5505.50,1030.128,611328.910,32.39654690,-69.39226641,12074.628,26930.590,477.63,-3685.61,0.8404,0.3921,0.1142,1,0,0.1397
1297,46857.50,5889.50,920.924,611337.705,32.38631074,-69.39198203,11965.424,26921.795,476.94,-3685.46,0.8713,0.5253,0.3739,1,0,0.4194
1298,46857.50,6273.50,812.553,611346.808,32.37615293,-69.39168681,11857.053,26912.692,477.14,-3685.01,0.8186,0.6167,0.2752,1,0,0.3204
1299,46857.50,6657.50,705.720,611354.790,32.36613963,-69.39142787,11750.220,26904.710,478.95,-3685.68,0.8631,0.5380,0.2940,1,0,0.3361
1300,46857.50,7041.50,597.959,611363.735,32.35603946,-69.39113661,11642.459,26895.765,479.89,-3685.39,0.8282,0.3436,0.1602,1,0,0.1646
1301,46857.50,7425.50,489.142,611372.607,32.34584076,-69.39084713,11533.642,26886.893,479.85,-3685.18,0.8471,0.5000,0.4085,1,0,0.3753
1302,46857.50,7809.50,379.189,611381.860,32.33553577,-69.39054448,11423.689,26877.640,478.73,-3684.60,0.8683,0.4048,0.2982,1,0,0.2675
1303,46857.50,8193.50,268.944,611390.560,32.32520380,-69.39025940,11313.444,26868.940,477.39,-3684.57,0.8721,0.6238,0.4078,1,0,0.4030
1304,46857.50,8577.50,158.928,611399.746,32.31489349,-69.38995764,11203.428,26859.754,476.35,-3684.06,0.8779,0.6399,0.1881,1,0,0.2054
1305,46857.50,8961.50,52.043,611407.754,32.30487706,-69.38969410,11096.543,26851.746,478.50,-3684.73,0.7524,0.3769,0.1377,1,0,0.1442
1306,46857.50,9345.50,-56.009,611415.924,32.29475144,-69.38942457,10988.491,26843.576,479.55,-3685.25,0.7754,0.2631,0.4573,1,0,0.4491
1307,46857.50,9729.50,-164.599,611424.874,32.28457568,-69.38912871,10879.901,26834.626,480.13,-3684.99,0.8324,0.4419,0.1648,1,0,0.1804
1308,46857.50,10497.50,-383.679,611442.557,32.26404703,-69.38854214,10660.821,26816.943,479.59,-3684.70,0.8418,0.3740,0.2586,1,0,0.2927
1309,46857.50,10881.50,-496.803,611451.828,32.25344736,-69.38823364,10547.697,26807.672,475.84,-3684.13,0.8861,0.7854,0.3644,1,0,0.3434
1310,47241.50,2817.50,1789.844,611371.122,32.46773811,-69.39081614,12834.344,26888.378,473.67,-3686.55,0.8269,0.5160,0.2813,1,0,0.3236
1311,47241.50,3201.50,1683.032,611379.755,32.45772585,-69.39054138,12727.532,26879.745,474.91,-3686.53,0.8050,0.2365,0.1427,1,0,0.1925
1312,47241.50,3585.50,1576.024,611388.661,32.44769544,-69.39025698,12620.524,26870.839,476.02,-3686.24,0.8318,0.2782,0.2052,1,0,0.1849
1313,47241.50,3969.50,1467.724,611397.537,32.43754423,-69.38997309,12512.224,26861.963,475.90,-3685.99,0.8406,0.4842,0.2344,1,0,0.2219
1314,47241.50,4353.50,1359.604,611406.652,32.42741019,-69.38968066,12404.104,26852.848,476.02,-3685.50,0.7677,0.3447,0.2690,1,0,0.2385
1315,47241.50,4737.50,1253.145,611414.155,32.41743234,-69.38944065,12297.645,26845.345,477.88,-3686.62,0.8621,0.4274,0.4744,1,0,0.5275
1316,47241.50,5121.50,1145.197,611423.422,32.40731495,-69.38914195,12189.697,26836.078,478.31,-3685.99,0.8739,0.4970,0.0094,1,0,0.0452
1317,47241.50,5505.50,1035.894,611432.544,32.39707085,-69.38884748,12080.394,26826.956,477.44,-3685.51,0.8923,0.4729,0.0804,1,0,0.1009
1318,47241.50,5889.50,926.686,611441.489,32.38683599,-69.38855819,11971.186,26818.011,476.75,-3685.21,0.8494,0.5045,0.2435,1,0,0.2952
1319,47241.50,6273.50,819.324,611450.072,32.37677449,-69.38828011,11863.824,26809.428,477.96,-3685.28,0.8229,0.3929,0.1716,1,0,0.2168
1320,47241.50,6657.50,711.798,611458.234,32.36669790,-69.38801531,11756.298,26801.266,479.07,-3685.77,0.8457,0.4609,0.3106,1,0,0.3424
1321,47241.50,7041.50,603.356,611466.942,32.35653575,-69.38773191,11647.856,26792.558,479.34,-3685.72,0.8674,0.4248,0.3273,1,0,0.3626
1322,47241.50,7425.50,494.726,611475.899,32.34635624,-69.38743965,11539.226,26783.601,479.48,-3685.42,0.8551,0.3171,0.1689,1,0,0.2095
1323,47241.50,7809.50,385.355,611485.178,32.33610750,-69.38713617,11429.855,26774.322,478.95,-3684.81,0.8477,0.3755,0.1437,1,0,0.1153
1324,47241.50,8193.50,275.364,611494.413,32.32580105,-69.38683350,11319.864,26765.087,477.86,-3684.25,0.8394,0.4367,0.2853,1,0,0.2877
1325,47241.50,8577.50,165.774,611503.263,32.31553251,-69.38654285,11210.274,26756.237,477.24,-3684.08,0.8247,0.2786,0.2535,1,0,0.2597
1326,47241.50,8961.50,57.954,611511.181,32.30542998,-69.38628232,11102.454,26748.319,478.46,-3684.84,0.8006,0.2707,0.2306,1,0,0.2371
1327,47241.50,9345.50,-50.104,611519.494,32.29530557,-69.38600811,10994.396,26740.006,479.51,-3685.21,0.8127,0.3450,0.3378,1,0,0.3340
1328,47241.50,9729.50,-159.045,611528.933,32.28509862,-69.38569615,10885.455,26730.567,479.74,-3684.47,0.8517,0.4345,0.5252,1,0,0.5353
1329,47241.50,10113.50,-269.212,611537.782,32.27477722,-69.38540298,10775.288,26721.718,478.81,-3684.31,0.8148,0.3791,0.3334,1,0,0.3508
1330,47241.50,10497.50,-378.873,611546.398,32.26450341,-69.38511684,10665.627,26713.102,478.45,-3684.40,0.9149,0.6632,0.3253,1,0,0.3610
1331,47241.50,10881.50,-486.625,611554.086,32.25440864,-69.38486073,10557.875,26705.414,480.07,-3685.41,0.7445,0.3068,0.1851,1,0,0.1903
1332,47625.50,2817.50,1795.316,611474.894,32.46822230,-69.38739246,12839.816,26784.606,473.22,-3686.29,0.7526,0.2785,0.0988,1,1,0.0748
1333,47625.50,3201.50,1688.925,611483.261,32.45825134,-69.38712647,12733.425,26776.239,474.88,-3686.54,0.8424,0.2726,0.1828,1,1,0.1388
1334,47625.50,3585.50,1581.938,611492.180,32.44822455,-69.38684171,12626.438,26767.320,476.00,-3686.24,0.8500,0.3646,0.2013,1,1,0.2848
1335,47625.50,3969.50,1474.138,611500.919,32.43812200,-69.38656230,12518.638,26758.581,476.39,-3686.12,0.8354,0.3738,0.2286,1,1,0.2767
1336,47625.50,4353.50,1365.565,611509.450,32.42794729,-69.38628922,12410.065,26750.050,476.06,-3686.22,0.8628,0.4249,0.3689,1,1,0.3184
1337,47625.50,4737.50,1258.422,611518.765,32.41790668,-69.38598952,12302.922,26740.735,477.23,-3685.53,0.8029,0.3397,0.3591,1,1,0.4001
1338,47625.50,5121.50,1150.847,611527.156,32.40782612,-69.38571971,12195.347,26732.344,478.03,-3685.78,0.8868,0.5058,0.4311,1,1,0.4397
1339,47625.50,5505.50,1041.761,611536.149,32.39760412,-69.38542954,12086.261,26723.351,477.39,-3685.42,0.8656,0.4293,0.1675,1,1,0.1805
1340,47625.50,5889.50,933.053,611544.647,32.38741796,-69.38515499,11977.553,26714.853,477.19,-3685.57,0.8331,0.3602,0.3523,1,1,0.3416
1341,47625.50,6273.50,825.270,611553.572,32.37731858,-69.38486571,11869.770,26705.928,477.98,-3685.29,0.8032,0.3412,0.1174,1,1,0.1193
1342,47625.50,6657.50,717.593,611561.724,32.36722954,-69.38460127,11762.093,26697.776,478.94,-3685.80,0.8667,0.4059,0.3304,1,1,0.3314
1343,47625.50,7041.50,609.057,611570.610,32.35706023,-69.38431204,11653.557,26688.890,479.11,-3685.57,0.8659,0.3934,0.2202,1,1,0.2253
1344,47625.50,7425.50,500.423,611579.577,32.34688207,-69.38401948,11544.923,26679.923,479.25,-3685.26,0.7950,0.2399,0.1846,1,1,0.1894
1345,47625.50,7809.50,391.091,611588.295,32.33663876,-69.38373454,11435.591,26671.205,478.76,-3685.21,0.8387,0.4273,0.4305,1,1,0.4440
1346,47625.50,8193.50,281.881,611597.333,32.32640724,-69.38343840,11326.381,26662.167,478.46,-3684.85,0.8534,0.4118,0.1116,1,1,0.1202
1347,47625.50,8577.50,173.054,611606.231,32.31621182,-69.38314621,11217.554,26653.269,478.60,-3684.63,0.8628,0.4220,0.3232,1,1,0.3216
1348,47625.50,8961.50,64.664,611614.626,32.30605770,-69.38286998,11109.164,26644.874,479.25,-3684.91,0.8224,0.3701,0.2963,1,1,0.2986
1349,47625.50,9345.50,-43.249,611623.472,32.29594854,-69.38257824,11001.251,26636.028,480.44,-3684.75,0.7962,0.2950,0.6036,1,1,0.6058
1350,47625.50,9729.50,-154.017,611631.698,32.28557213,-69.38230631,10890.483,26627.802,478.84,-3685.22,0.8737,0.5574,0.5324,1,1,0.5264
1351,47625.50,10113.50,-265.810,611641.823,32.27510013,-69.38197105,10778.690,26617.677,476.29,-3683.79,0.8787,0.6819,0.6446,1,1,0.6761
1352,47625.50,10497.50,-373.970,611649.970,32.26496866,-69.38170046,10670.530,26609.530,477.43,-3684.34,0.6018,0.4011,0.4150,1,1,0.3879
1353,47625.50,10881.50,-480.615,611657.491,32.25497932,-69.38144991,10563.885,26602.009,480.16,-3685.53,0.7897,0.3871,0.1691,1,1,0.1332
1354,47625.50,11265.50,-588.769,611666.027,32.24484900,-69.38116523,10455.731,26593.473,481.44,-3685.70,0.8197,0.3042,0.3907,1,1,0.4197
1355,47625.50,11649.50,-698.477,611674.405,32.23457344,-69.38088505,10346.023,26585.095,481.24,-3686.03,0.8592,0.5273,0.1364,1,1,0.1095
1356,48009.50,2817.50,1798.956,611579.441,32.46853463,-69.38394347,12843.456,26680.059,470.94,-3685.30,0.7337,0.4577,0.3391,1,1,0.4025
1357,48009.50,3201.50,1694.480,611587.010,32.45874487,-69.38370362,12738.980,26672.490,474.52,-3686.35,0.8088,0.4258,0.0898,1,1,0.1701
1358,48009.50,3585.50,1587.906,611595.609,32.44875862,-69.38342940,12632.406,26663.891,476.06,-3686.36,0.8171,0.2889,0.1923,1,1,0.2805
1359,48009.50,3969.50,1479.590,611604.511,32.43860936,-69.38314472,12524.090,26654.989,475.93,-3686.08,0.8209,0.4404,0.2701,1,1,0.3033
1360,48009.50,4353.50,1369.009,611614.178,32.42824806,-69.38283435,12413.509,26645.322,473.59,-3685.05,0.7769,0.3629,0.3117,1,1,0.3204
1361,48009.50,4737.50,1260.595,611623.190,32.41809013,-69.38254474,12305.095,26636.310,473.49,-3684.66,0.8368,0.5823,0.3329,1,1,0.3502
1362,48009.50,5121.50,1155.695,611631.065,32.40826191,-69.38229182,12200.195,26628.435,476.97,-3685.43,0.7686,0.5267,0.2338,1,1,0.2656
1363,48009.50,5505.50,1048.466,611639.581,32.39821570,-69.38201727,12092.966,26619.919,478.18,-3685.55,0.8317,0.3550,0.3008,1,1,0.3243
1364,48009.50,5889.50,939.692,611648.102,32.38802502,-69.38174204,11984.192,26611.398,477.92,-3685.67,0.8704,0.4561,0.1080,1,1,0.0943
1365,48009.50,6273.50,831.085,611657.196,32.37785018,-69.38144724,11875.585,26602.304,477.89,-3685.23,0.8448,0.4245,0.2487,1,1,0.2538
1366,48009.50,6657.50,723.312,611665.906,32.36775380,-69.38116445,11767.812,26593.594,478.75,-3685.17,0.8342,0.6171,0.3184,1,1,0.3147
1367,48009.50,7041.50,614.800,611674.293,32.35758857,-69.38089169,11659.300,26585.207,478.95,-3685.44,0.8419,0.3741,0.1457,1,1,0.1508
1368,48009.50,7425.50,505.591,611682.961,32.34735824,-69.38060907,11550.091,26576.539,478.51,-3685.44,0.8461,0.3999,0.3987,1,1,0.4105
1369,48009.50,7809.50,397.045,611692.245,32.33719023,-69.38030548,11441.545,26567.255,478.81,-3684.82,0.8604,0.4878,0.2295,1,1,0.2202
1370,48009.50,8193.50,288.050,611700.661,32.32698060,-69.38002986,11332.550,26558.839,478.72,-3685.08,0.8252,0.3138,0.1013,1,1,0.1107
1371,48009.50,8577.50,178.980,611709.155,32.31676418,-69.37975105,11223.480,26550.345,478.62,-3685.26,0.8295,0.2933,0.5054,1,1,0.5095
1372,48009.50,8961.50,70.763,611717.950,32.30662795,-69.37946167,11115.263,26541.550,479.44,-3685.15,0.8340,0.3664,0.1790,1,1,0.1806
1373,48009.50,9345.50,-37.855,611726.604,32.29645445,-69.37917630,11006.645,26532.896,479.93,-3685.18,0.8118,0.2712,0.2173,1,1,0.2206
1374,48009.50,10113.50,-258.934,611744.648,32.27574830,-69.37857934,10785.566,26514.852,477.26,-3684.52,0.8698,0.5570,0.1640,1,1,0.1562
1375,48009.50,10497.50,-367.043,611753.328,32.26562338,-69.37829120,10677.457,26506.172,478.46,-3684.54,0.8361,0.4968,0.3045,1,1,0.3269
1376,48009.50,10881.50,-475.574,611760.957,32.25545909,-69.37803709,10568.926,26498.543,479.30,-3685.62,0.8120,0.3783,0.3915,1,1,0.3571
1377,48009.50,11265.50,-583.944,611769.793,32.24531030,-69.37774252,10460.556,26489.707,480.37,-3685.49,0.7879,0.2248,0.1967,1,1,0.2398
1378,48009.50,11649.50,-692.788,611778.142,32.23511727,-69.37746337,10351.712,26481.358,481.03,-3685.85,0.8402,0.3100,0.1672,1,1,0.2246
1379,48393.50,2817.50,1804.938,611682.820,32.46906639,-69.38053279,12849.438,26576.680,471.01,-3685.47,0.7858,0.3969,0.1885,1,1,0.2873
1380,48393.50,3201.50,1699.456,611690.624,32.45918403,-69.38028533,12743.956,26568.876,473.58,-3686.28,0.8406,0.4807,0.1723,1,1,0.1494
1381,48393.50,3585.50,1593.197,611698.916,32.44922907,-69.38002124,12637.697,26560.584,475.43,-3686.60,0.8209,0.2861,0.1751,1,1,0.1388
1382,48393.50,3969.50,1485.094,611708.402,32.43910134,-69.37971729,12529.594,26551.098,475.51,-3685.74,0.8944,0.6145,0.3981,1,1,0.4622
1383,48393.50,4353.50,1374.135,611718.216,32.42870633,-69.37940213,12418.635,26541.284,472.80,-3684.55,0.8660,0.6226,0.2988,1,1,0.3476
1384,48393.50,4737.50,1266.305,611726.703,32.41860493,-69.37912986,12310.805,26532.797,473.28,-3684.70,0.6409,0.3685,0.1377,1,1,0.1532
1385,48393.50,5121.50,1161.592,611734.355,32.40879602,-69.37888430,12206.092,26525.145,476.95,-3685.68,0.8197,0.4331,0.2830,1,1,0.2970
1386,48393.50,5505.50,1055.082,611742.434,32.39881885,-69.37862415,12099.582,26517.066,478.88,-3686.24,0.8217,0.3345,0.0536,1,1,0.0614
1387,48393.50,5889.50,946.501,611751.513,32.38864791,-69.37833054,11991.001,26507.987,478.81,-3685.81,0.8504,0.2817,0.1749,1,1,0.1867
1388,48393.50,6273.50,837.940,611759.764,32.37847915,-69.37806360,11882.440,26499.736,478.83,-3686.21,0.8234,0.3513,0.3707,1,1,0.3614
1389,48393.50,6657.50,729.980,611768.869,32.36836693,-69.37776782,11774.480,26490.631,479.51,-3685.76,0.7706,0.3140,0.0878,1,1,0.0934
1390,48393.50,7041.50,620.892,611777.586,32.35814933,-69.37748426,11665.392,26481.914,479.13,-3685.70,0.8982,0.5730,0.1439,1,1,0.1416
1391,48393.50,7425.50,511.284,611786.569,32.34788338,-69.37719128,11555.784,26472.931,478.30,-3685.38,0.8734,0.5408,0.2350,1,1,0.2424
1392,48393.50,7809.50,401.889,611795.962,32.33763762,-69.37688414,11446.389,26463.538,477.74,-3684.65,0.8624,0.4110,0.1556,1,1,0.1469
1393,48393.50,8193.50,292.761,611804.480,32.32741718,-69.37660522,11337.261,26455.020,477.52,-3684.81,0.8249,0.3247,0.1256,1,1,0.1346
1394,48393.50,8577.50,185.220,611812.950,32.31734572,-69.37632721,11229.720,26446.550,478.95,-3685.01,0.8357,0.3191,0.0774,1,1,0.0722
1395,48393.50,8961.50,76.600,611821.586,32.30717339,-69.37604312,11121.100,26437.914,479.37,-3685.06,0.8225,0.3738,0.3517,1,1,0.3548
1396,48393.50,9345.50,-32.986,611830.401,32.29691102,-69.37575248,11011.514,26429.099,478.89,-3684.93,0.7831,0.4035,0.0889,1,1,0.0914
1397,48393.50,9729.50,-142.151,611839.226,32.28668822,-69.37546084,10902.349,26420.274,478.90,-3684.79,0.8559,0.4167,0.3759,1,1,0.3886
1398,48393.50,10113.50,-252.731,611847.799,32.27633326,-69.37517690,10791.769,26411.701,477.56,-3684.92,0.8048,0.3475,0.3009,1,1,0.2873
1399,48393.50,10497.50,-361.927,611856.841,32.26610822,-69.37487683,10682.573,26402.659,477.67,-3684.57,0.8840,0.5560,0.1062,1,1,0.1191
1400,48393.50,10881.50,-470.199,611865.466,32.25597006,-69.37458990,10574.301,26394.034,478.77,-3684.65,0.7889,0.2705,0.4645,1,1,0.4957
1401,48393.50,11265.50,-578.773,611872.964,32.24580373,-69.37433949,10465.727,26386.536,479.63,-3685.86,0.8613,0.5143,0.3644,1,1,0.3356
1402,48393.50,11649.50,-687.529,611881.419,32.23562070,-69.37405689,10356.971,26378.081,480.38,-3686.12,0.7955,0.2800,0.2044,1,1,0.1439
1403,48777.50,2817.50,1811.996,611786.144,32.46969890,-69.37712385,12856.496,26473.356,472.04,-3685.68,0.7780,0.3695,0.3881,1,1,0.4933
1404,48777.50,3201.50,1705.348,611794.830,32.45970879,-69.37684745,12749.848,26464.670,473.44,-3685.60,0.7930,0.2985,0.5542,1,1,0.6435
1405,48777.50,3585.50,1599.078,611802.882,32.44975447,-69.37659131,12643.578,26456.618,475.29,-3686.17,0.8643,0.5016,0.4233,1,1,0.4781
1406,48777.50,3969.50,1491.400,611811.600,32.43966841,-69.37631269,12535.900,26447.900,475.79,-3686.07,0.8139,0.4241,0.3354,1,1,0.3874
1407,48777.50,4353.50,1382.463,611820.483,32.42946468,-69.37602813,12426.963,26439.017,475.10,-3685.82,0.7989,0.3280,0.1362,1,1,0.1509
1408,48777.50,4737.50,1275.100,611829.412,32.41940865,-69.37574128,12319.600,26430.088,476.05,-3685.52,0.7998,0.3250,0.3092,1,1,0.3481
1409,48777.50,5121.50,1167.816,611837.566,32.40936049,-69.37547940,12212.316,26421.934,477.15,-3686.00,0.8181,0.2836,0.0224,1,1,0.0184
1410,48777.50,5505.50,1061.095,611845.799,32.39936529,-69.37521423,12105.595,26413.701,478.87,-3686.41,0.8657,0.4750,0.2153,1,1,0.2033
1411,48777.50,5889.50,952.993,611854.484,32.38924089,-69.37493360,11997.493,26405.016,479.28,-3686.37,0.8390,0.3732,0.1901,1,1,0.1764
1412,48777.50,6273.50,844.574,611863.426,32.37908713,-69.37464392,11889.074,26396.074,479.44,-3686.08,0.8790,0.4671,0.0799,1,1,0.0822
1413,48777.50,6657.50,735.482,611872.044,32.36887064,-69.37436428,11779.982,26387.456,478.99,-3686.11,0.8810,0.6213,0.3015,1,1,0.2941
1414,48777.50,7041.50,626.841,611881.020,32.35869655,-69.37407219,11671.341,26378.480,479.06,-3685.79,0.8786,0.5216,0.1328,1,1,0.1340
1415,48777.50,7425.50,517.436,611890.544,32.34845133,-69.37376142,11561.936,26368.956,478.42,-3684.93,0.8863,0.5413,0.4453,1,1,0.4467
1416,48777.50,7809.50,407.229,611899.327,32.33813130,-69.37347444,11451.729,26360.173,477.06,-3684.82,0.8277,0.4906,0.1223,1,1,0.1239
1417,48777.50,8193.50,298.297,611909.106,32.32793090,-69.37315396,11342.797,26350.394,477.03,-3683.71,0.7858,0.5236,0.8739,1,1,0.8631
1418,48777.50,8577.50,190.487,611916.997,32.31783596,-69.37289508,11234.987,26342.503,478.20,-3684.50,0.8187,0.3446,0.4426,1,1,0.4394
1419,48777.50,8961.50,81.906,611925.626,32.30766901,-69.37261126,11126.406,26333.874,478.66,-3684.55,0.7855,0.2172,0.4877,1,1,0.4878
1420,48777.50,9345.50,-27.669,611934.275,32.29740930,-69.37232612,11016.831,26325.225,478.19,-3684.59,0.8473,0.4401,0.3012,1,1,0.3042
1421,48777.50,9729.50,-138.515,611943.149,32.28703091,-69.37203292,10905.985,26316.351,476.51,-3684.40,0.8494,0.4304,0.0753,1,1,0.0695
1422,48777.50,10113.50,-248.441,611952.064,32.27673899,-69.37173769,10796.059,26307.436,475.83,-3684.18,0.8439,0.4572,0.1832,1,1,0.1777
1423,48777.50,10497.50,-357.190,611960.562,32.26655750,-69.37145560,10687.310,26298.938,476.38,-3684.39,0.8334,0.3824,0.0300,1,1,0.0112
1424,48777.50,10881.50,-465.475,611969.194,32.25641982,-69.37116849,10579.025,26290.306,477.47,-3684.46,0.8097,0.4244,0.5297,1,1,0.5417
1425,48777.50,11265.50,-574.171,611977.026,32.24624383,-69.37090711,10470.329,26282.474,478.22,-3685.34,0.7778,0.4778,0.2860,1,1,0.2558
1426,48777.50,11649.50,-682.799,611985.105,32.23607445,-69.37063693,10361.701,26274.395,479.10,-3685.97,0.8313,0.4680,0.3657,1,1,0.3252
1427,49161.50,2817.50,1817.219,611889.677,32.47015921,-69.37370824,12861.719,26369.823,471.24,-3685.66,0.7905,0.4751,0.3205,1,1,0.3666
1428,49161.50,3201.50,1710.376,611897.735,32.46015265,-69.37345258,12754.876,26361.765,472.44,-3686.22,0.8054,0.3506,0.3470,1,1,0.2883
1429,49161.50,3585.50,1603.675,611906.366,32.45015962,-69.37317742,12648.175,26353.134,473.86,-3686.20,0.8217,0.2457,0.1773,1,1,0.1304
1430,49161.50,3969.50,1495.953,611915.031,32.44007113,-69.37290061,12540.453,26344.469,474.32,-3686.16,0.8498,0.4934,0.3459,1,1,0.3093
