# Stage P tie points: ch2_ohr_ncp_20211023T0027462822_d_img_d18 (source) to NAC_DTM_VIKRAMSITE1_M1442997156_100CM.TIF (reference), Chandrayaan-3 landing site.
# src_line/src_sample: 0-based position in the full-resolution source .img.
# ref_x/ref_y: reference CRS (polar stereographic, lat_ts -69.3, lon_0 32.3, R 1737400 m); ref_col/ref_row: 0-based pixel centre in the reference GeoTIFF.
# isro_geo_dx/dy_m: reference position minus the position the ISRO geometry CSV assigns to the same source pixel.
# Residuals in fine source-frame px (1 px = 1.134 m on the ground). heldout_residual_px: stripes scheme, model never saw the node.
# Reference error: lola_rms 1.85 m. Residuals are relative to the reference, not ground-truth errors.
id,src_line,src_sample,ref_x,ref_y,lon,lat,ref_col,ref_row,isro_geo_dx_m,isro_geo_dy_m,ncc_peak,ncc_second,fit_residual_px,is_inlier,heldout_fold,heldout_residual_px
517,33801.50,8577.50,-41.280,607883.122,32.29610913,-69.50598360,11003.220,30376.378,477.66,-3681.92,0.8714,0.3604,0.1785,1,4,0.1569
518,33801.50,8961.50,-150.457,607891.435,32.28581890,-69.50570871,10894.043,30368.065,477.51,-3682.29,0.8236,0.4088,0.3306,1,4,0.5522
519,33801.50,9345.50,-257.453,607900.083,32.27573455,-69.50542217,10787.047,30359.417,479.60,-3682.33,0.8806,0.5766,0.3300,1,4,0.2665
520,33801.50,9729.50,-366.094,607908.122,32.26549540,-69.50515503,10678.406,30351.378,480.11,-3682.98,0.8688,0.6377,0.4590,1,4,0.8786
521,33801.50,10113.50,-473.903,607916.559,32.25533493,-69.50487417,10570.597,30342.941,481.52,-3683.24,0.8585,0.6253,0.1898,1,4,0.7054
522,33801.50,10497.50,-582.100,607924.679,32.24513814,-69.50460311,10462.400,30334.821,482.61,-3683.82,0.8372,0.6889,0.1096,1,4,0.7539
523,33801.50,10881.50,-690.148,607932.650,32.23495573,-69.50433635,10354.352,30326.850,483.91,-3684.55,0.8318,0.3808,0.3997,1,4,1.1442
524,33801.50,11265.50,-797.195,607941.057,32.22486791,-69.50405459,10247.305,30318.443,486.28,-3684.85,0.8272,0.3487,0.1939,1,4,1.0296
525,33801.50,11649.50,-905.944,607948.839,32.21461988,-69.50379276,10138.556,30310.661,487.02,-3685.79,0.8178,0.2334,0.4783,1,4,1.5430
526,34185.50,2817.50,1582.027,607856.775,32.44911946,-69.50678516,12626.527,30402.725,467.68,-3682.09,0.7842,0.4416,0.2506,1,4,0.6429
527,34185.50,3201.50,1478.022,607864.662,32.43931435,-69.50653355,12522.522,30394.838,471.71,-3682.82,0.8161,0.4476,0.1602,1,4,0.1233
528,34185.50,3585.50,1371.218,607872.794,32.42924559,-69.50627344,12415.718,30386.706,473.00,-3683.30,0.8246,0.4589,0.4363,1,4,0.6124
529,34185.50,3969.50,1263.905,607881.634,32.41912895,-69.50598939,12308.405,30377.866,473.85,-3683.09,0.8182,0.3410,0.2352,1,4,0.2576
530,34185.50,4353.50,1154.235,607891.142,32.40879041,-69.50568285,12198.735,30368.358,472.41,-3682.21,0.8084,0.4235,0.0842,1,4,0.1056
531,34185.50,4737.50,1044.797,607900.330,32.39847403,-69.50538619,12089.297,30359.170,471.27,-3681.65,0.8117,0.2909,0.1012,1,4,0.1814
532,34185.50,5121.50,935.440,607909.675,32.38816560,-69.50508368,11979.940,30349.825,470.27,-3680.94,0.8120,0.5109,0.6414,1,4,0.5736
533,34185.50,5505.50,829.031,607917.641,32.37813549,-69.50482592,11873.531,30341.859,472.28,-3681.62,0.7954,0.4044,0.2645,1,4,0.2588
534,34185.50,5889.50,723.002,607925.949,32.36814144,-69.50455622,11767.502,30333.551,474.75,-3681.95,0.7937,0.3727,0.1628,1,4,0.2202
535,34185.50,6273.50,616.931,607933.741,32.35814369,-69.50430294,11661.431,30325.759,477.23,-3682.81,0.8558,0.4231,0.0326,1,4,0.1920
536,34185.50,6657.50,510.821,607941.988,32.34814258,-69.50403403,11555.321,30317.512,479.74,-3683.22,0.8191,0.3407,0.4131,1,4,0.5262
537,34185.50,7041.50,402.769,607949.989,32.33795866,-69.50377268,11447.269,30309.511,480.38,-3683.87,0.8351,0.2915,0.2786,1,4,0.3498
538,34185.50,7425.50,293.279,607958.820,32.32763941,-69.50348334,11337.779,30300.680,479.64,-3683.71,0.8635,0.5297,0.5680,1,4,0.5655
539,34185.50,7809.50,183.806,607968.205,32.31732211,-69.50317506,11228.306,30291.295,478.99,-3682.99,0.8815,0.4672,0.1768,1,4,0.2468
540,34185.50,8193.50,73.330,607977.142,32.30691066,-69.50288093,11117.830,30282.358,477.40,-3682.73,0.8606,0.4509,0.5408,1,4,0.6289
541,34185.50,8577.50,-37.276,607986.606,32.29648720,-69.50256872,11007.224,30272.894,475.75,-3681.94,0.9046,0.7242,0.4011,1,4,0.5157
542,34185.50,8961.50,-145.060,607995.344,32.28632997,-69.50227986,10899.440,30264.156,476.99,-3681.88,0.8450,0.3718,0.0697,1,4,0.3090
543,34185.50,9345.50,-252.489,608003.033,32.27620645,-69.50202496,10792.011,30256.467,478.64,-3682.88,0.8095,0.2460,0.5700,1,4,0.8528
544,34185.50,9729.50,-359.411,608011.571,32.26613098,-69.50174142,10685.089,30247.929,480.88,-3683.03,0.8594,0.5852,0.1982,1,4,0.5569
545,34185.50,10113.50,-467.745,608019.793,32.25592276,-69.50146768,10576.755,30239.707,481.76,-3683.50,0.8888,0.5857,0.1735,1,4,0.4044
546,34185.50,10497.50,-575.796,608027.917,32.24574152,-69.50119653,10468.704,30231.583,483.00,-3684.08,0.8066,0.3659,0.3392,1,4,0.9567
547,34185.50,10881.50,-683.168,608036.000,32.23562449,-69.50092614,10361.332,30223.500,484.98,-3684.70,0.8725,0.6853,0.4991,1,4,1.2438
548,34185.50,11265.50,-791.551,608044.138,32.22541247,-69.50065328,10252.949,30215.362,486.02,-3685.27,0.8063,0.4059,0.5323,1,4,1.4316
549,34185.50,11649.50,-901.272,608052.420,32.21507471,-69.50037494,10143.228,30207.080,485.78,-3685.71,0.9106,0.6220,0.7343,1,4,1.6909
550,34569.50,2817.50,1586.947,607960.891,32.44955757,-69.50334900,12631.447,30298.609,466.69,-3681.46,0.7873,0.4190,0.2527,1,4,0.1726
551,34569.50,3201.50,1481.873,607968.399,32.43965347,-69.50310997,12526.373,30291.101,469.65,-3682.56,0.7911,0.3861,0.2562,1,4,0.5358
552,34569.50,3585.50,1375.280,607976.957,32.42960628,-69.50283586,12419.780,30282.543,471.15,-3682.62,0.8539,0.5273,0.1210,1,4,0.3289
553,34569.50,3969.50,1268.449,607985.487,32.41953688,-69.50256202,12312.949,30274.013,472.48,-3682.71,0.8290,0.2853,0.0949,1,4,0.2070
554,34569.50,4353.50,1159.772,607994.123,32.40929377,-69.50228420,12204.272,30265.377,472.03,-3682.70,0.8532,0.3395,0.4640,1,4,0.5938
555,34569.50,4737.50,1051.048,608003.449,32.39904641,-69.50198299,12095.548,30256.051,471.60,-3682.01,0.8562,0.6718,0.3589,1,4,0.4532
556,34569.50,5121.50,942.643,608012.627,32.38882946,-69.50168598,11987.143,30246.873,471.56,-3681.47,0.8342,0.3273,0.0848,1,4,0.0785
557,34569.50,5505.50,834.967,608020.979,32.37868155,-69.50141556,11879.467,30238.521,472.31,-3681.76,0.8080,0.1734,0.2073,1,4,0.2876
558,34569.50,5889.50,728.142,608029.327,32.36861421,-69.50114464,11772.642,30230.173,473.97,-3682.05,0.8172,0.3667,0.1333,1,4,0.2541
559,34569.50,6273.50,621.938,608037.742,32.35860555,-69.50087083,11666.438,30221.758,476.33,-3682.29,0.7926,0.2808,0.2443,1,4,0.2708
560,34569.50,6657.50,514.867,608045.572,32.34851556,-69.50061575,11559.367,30213.928,477.88,-3683.11,0.8686,0.6084,0.1929,1,4,0.3042
561,34569.50,7041.50,408.067,608053.707,32.33845139,-69.50034999,11452.567,30205.793,479.77,-3683.64,0.8536,0.3996,0.2664,1,4,0.3820
562,34569.50,7425.50,299.312,608062.664,32.32820323,-69.50005650,11343.812,30196.836,479.77,-3683.34,0.8577,0.3348,0.2922,1,4,0.3823
563,34569.50,7809.50,189.760,608072.116,32.31788019,-69.49974604,11234.260,30187.384,479.04,-3682.56,0.8419,0.4584,0.2995,1,4,0.2493
564,34569.50,8193.50,79.217,608080.607,32.30746413,-69.49946667,11123.717,30178.893,477.38,-3682.74,0.8106,0.3562,0.5334,1,4,0.6234
565,34569.50,8577.50,-30.063,608089.620,32.29716736,-69.49916940,11014.437,30169.880,477.06,-3682.41,0.8596,0.5422,0.3441,1,4,0.4541
566,34569.50,8961.50,-138.132,608098.547,32.28698507,-69.49887431,10906.368,30160.953,478.01,-3682.16,0.7644,0.4744,0.4560,1,4,0.6158
567,34569.50,9345.50,-245.157,608106.008,32.27690125,-69.49862702,10799.343,30153.492,480.07,-3683.39,0.8232,0.4449,0.4555,1,4,0.7044
568,34569.50,9729.50,-352.300,608114.796,32.26680673,-69.49833526,10692.200,30144.704,482.08,-3683.29,0.8096,0.4634,0.3303,1,4,0.5054
569,34569.50,10113.50,-460.768,608123.029,32.25658767,-69.49806120,10583.732,30136.471,482.83,-3683.75,0.7688,0.3160,0.1627,1,4,0.5507
570,34569.50,10497.50,-568.671,608131.503,32.24642208,-69.49777857,10475.829,30127.997,484.22,-3683.98,0.7574,0.5343,0.4152,1,4,0.7904
571,34569.50,10881.50,-677.755,608139.652,32.23614549,-69.49750598,10366.745,30119.848,484.49,-3684.53,0.7624,0.4560,0.2223,1,4,0.5437
572,34569.50,11265.50,-787.559,608148.860,32.22580143,-69.49719776,10256.941,30110.640,484.10,-3684.03,0.8142,0.6646,0.3525,1,4,0.7044
573,34569.50,11649.50,-896.147,608156.451,32.21557204,-69.49694230,10148.353,30103.049,485.00,-3685.16,0.8647,0.5462,0.3343,1,4,1.2415
574,34953.50,2817.50,1592.274,608064.109,32.45003418,-69.49994245,12636.774,30195.391,466.09,-3681.72,0.8276,0.5569,0.3729,1,4,0.4895
575,34953.50,3201.50,1487.515,608072.041,32.44016127,-69.49968947,12532.015,30187.459,469.36,-3682.40,0.8175,0.3750,0.1348,1,4,0.3862
576,34953.50,3585.50,1381.704,608080.726,32.43018942,-69.49941111,12426.204,30178.774,471.65,-3682.33,0.8273,0.4805,0.3768,1,4,0.3243
577,34953.50,3969.50,1274.842,608088.419,32.42011898,-69.49916494,12319.342,30171.081,472.95,-3683.26,0.7648,0.2462,0.3459,1,4,0.4858
578,34953.50,4353.50,1166.288,608097.945,32.40988907,-69.49885779,12210.788,30161.555,472.62,-3682.36,0.8080,0.3522,0.0948,1,4,0.0562
579,34953.50,4737.50,1057.740,608107.171,32.39966005,-69.49855990,12102.240,30152.329,472.37,-3681.77,0.8340,0.6662,0.3160,1,4,0.1976
580,34953.50,5121.50,949.729,608115.651,32.38948198,-69.49828596,11994.229,30143.849,472.72,-3681.92,0.8468,0.3384,0.0592,1,4,0.1052
581,34953.50,5505.50,841.799,608124.281,32.37931193,-69.49800641,11886.299,30135.219,473.21,-3681.93,0.8259,0.2995,0.0237,1,4,0.1386
582,34953.50,5889.50,734.558,608133.006,32.36920695,-69.49772309,11779.058,30126.494,474.47,-3681.85,0.8407,0.4187,0.2845,1,4,0.1740
583,34953.50,6273.50,627.514,608140.898,32.35912097,-69.49746663,11672.014,30118.602,475.98,-3682.61,0.8148,0.3494,0.2701,1,4,0.2354
584,34953.50,6657.50,521.291,608149.344,32.34911252,-69.49719124,11565.791,30110.156,478.38,-3682.82,0.8239,0.4540,0.3005,1,4,0.3101
585,34953.50,7041.50,414.347,608157.457,32.33903649,-69.49692622,11458.847,30102.043,480.13,-3683.36,0.8020,0.3709,0.2508,1,4,0.2927
586,34953.50,7425.50,306.065,608166.107,32.32883460,-69.49664290,11350.565,30093.393,480.60,-3683.38,0.8756,0.5268,0.2970,1,4,0.3233
587,34953.50,7809.50,196.622,608174.931,32.31852359,-69.49635323,11241.122,30084.569,479.98,-3683.22,0.8647,0.5391,0.0900,1,4,0.0981
588,34953.50,8193.50,86.655,608183.413,32.30816365,-69.49607418,11131.155,30076.087,478.90,-3683.41,0.8212,0.3502,0.5385,1,4,0.6080
589,34953.50,8577.50,-22.423,608193.021,32.29788759,-69.49575733,11022.077,30066.479,478.78,-3682.48,0.8534,0.5297,0.2898,1,4,0.1609
590,34953.50,8961.50,-130.979,608201.119,32.28766107,-69.49548965,10913.521,30058.381,479.24,-3683.07,0.7915,0.2493,0.5874,1,4,0.7599
591,34953.50,9345.50,-237.730,608209.574,32.27760484,-69.49520959,10806.770,30049.926,481.58,-3683.30,0.8366,0.4195,0.2255,1,4,0.2180
592,34953.50,9729.50,-345.171,608217.832,32.26748397,-69.49493539,10699.329,30041.668,483.29,-3683.73,0.7840,0.4252,0.3435,1,4,0.3663
593,34953.50,10113.50,-453.084,608225.888,32.25731882,-69.49466720,10591.416,30033.612,484.60,-3684.37,0.8054,0.4088,0.1818,1,4,0.4264
594,34953.50,10497.50,-561.565,608234.144,32.24710049,-69.49439178,10482.935,30025.356,485.40,-3684.82,0.8681,0.3842,0.0899,1,4,0.4147
595,34953.50,10881.50,-670.036,608242.380,32.23688337,-69.49411640,10374.464,30017.120,486.29,-3685.29,0.7184,0.2300,0.1208,1,4,0.5364
596,34953.50,11265.50,-780.240,608251.237,32.22650331,-69.49381978,10264.260,30008.263,485.50,-3685.14,0.8891,0.5682,0.1343,1,4,0.8187
597,34953.50,11649.50,-893.318,608261.085,32.21585310,-69.49348968,10151.182,29998.415,481.92,-3684.00,0.8415,0.5940,0.3980,1,4,1.3398
598,35337.50,2817.50,1598.851,608167.148,32.45062836,-69.49654176,12643.351,30092.352,466.71,-3682.18,0.7811,0.5072,0.6349,1,4,0.9839
599,35337.50,3201.50,1494.522,608175.069,32.44079769,-69.49628912,12539.022,30084.431,470.42,-3682.87,0.8506,0.4149,0.1248,1,4,0.3541
600,35337.50,3585.50,1387.987,608183.831,32.43075927,-69.49600834,12432.487,30075.669,471.98,-3682.73,0.7893,0.6378,0.3258,1,4,0.3691
601,35337.50,3969.50,1281.548,608191.895,32.42073025,-69.49574992,12326.048,30067.605,473.71,-3683.28,0.8630,0.4112,0.1264,1,4,0.1873
602,35337.50,4353.50,1173.240,608201.059,32.41052530,-69.49545476,12217.740,30058.441,473.63,-3682.75,0.8630,0.5117,0.2643,1,4,0.2021
603,35337.50,4737.50,1064.528,608209.698,32.40028264,-69.49517627,12109.028,30049.802,473.21,-3682.74,0.8691,0.4918,0.2202,1,4,0.3332
604,35337.50,5121.50,956.693,608218.234,32.39012298,-69.49490053,12001.193,30041.266,473.74,-3682.84,0.8960,0.5964,0.4468,1,4,0.5161
605,35337.50,5505.50,849.975,608227.241,32.38006871,-69.49460854,11894.475,30032.259,475.44,-3682.47,0.7836,0.3671,0.3185,1,4,0.2852
606,35337.50,5889.50,742.105,608235.110,32.36990633,-69.49435351,11786.605,30024.390,476.07,-3683.25,0.9011,0.7370,0.3939,1,4,0.4703
607,35337.50,6273.50,634.690,608243.854,32.35978690,-69.49406900,11679.190,30015.646,477.21,-3683.16,0.8637,0.4135,0.1428,1,4,0.1969
608,35337.50,6657.50,527.957,608251.939,32.34973221,-69.49380558,11572.457,30007.561,479.10,-3683.73,0.8211,0.3888,0.2471,1,4,0.3383
609,35337.50,7041.50,420.426,608260.746,32.33960243,-69.49351772,11464.926,29998.754,480.26,-3683.58,0.7996,0.3713,0.1499,1,4,0.1055
610,35337.50,7425.50,312.075,608268.940,32.32939584,-69.49324950,11356.575,29990.560,480.66,-3684.05,0.8324,0.4720,0.2688,1,4,0.3263
611,35337.50,7809.50,202.642,608278.215,32.31908751,-69.49294495,11247.142,29981.285,480.05,-3683.44,0.8519,0.5539,0.1039,1,4,0.1379
612,35337.50,8193.50,93.027,608287.155,32.30876242,-69.49265083,11137.527,29972.345,479.33,-3683.17,0.8470,0.4038,0.1067,1,4,0.1785
613,35337.50,8577.50,-16.279,608295.774,32.29846663,-69.49236665,11028.221,29963.726,478.98,-3683.23,0.8451,0.4529,0.4975,1,4,0.6057
614,35337.50,8961.50,-123.671,608304.042,32.28835148,-69.49209344,10920.829,29955.458,480.61,-3683.64,0.8182,0.4045,0.3638,1,4,0.5082
615,35337.50,9345.50,-231.100,608312.357,32.27823312,-69.49181802,10813.400,29947.143,482.26,-3684.02,0.7908,0.3197,0.2748,1,4,0.1834
616,35337.50,9729.50,-339.275,608321.199,32.26804476,-69.49152456,10705.225,29938.301,483.24,-3683.86,0.7925,0.3756,0.3411,1,4,0.2643
617,35337.50,10113.50,-446.751,608328.881,32.25792257,-69.49126880,10597.749,29930.619,484.99,-3684.88,0.8433,0.3640,0.1197,1,4,0.2463
618,35337.50,10497.50,-555.129,608337.056,32.24771560,-69.49099608,10489.371,29922.444,485.90,-3685.40,0.8133,0.2827,0.4543,1,4,0.3073
619,35337.50,10881.50,-663.594,608346.067,32.23750085,-69.49069515,10380.906,29913.433,486.79,-3685.10,0.8588,0.4705,0.3915,1,4,0.4286
620,35337.50,11265.50,-775.030,608355.239,32.22700658,-69.49038817,10269.470,29904.261,484.78,-3684.63,0.8730,0.7502,0.7829,1,4,0.1332
621,35337.50,11649.50,-887.229,608364.630,32.21644087,-69.49007322,10157.271,29894.870,482.07,-3683.96,0.7162,0.4936,0.2430,1,4,0.5612
622,35721.50,2817.50,1607.670,608270.188,32.45143347,-69.49314084,12652.170,29989.312,469.52,-3682.70,0.8093,0.3928,0.1865,1,0,0.1995
623,35721.50,3201.50,1502.172,608277.886,32.44149447,-69.49289574,12546.672,29981.614,472.06,-3683.62,0.8519,0.5400,0.3153,1,0,0.3324
624,35721.50,3585.50,1396.018,608286.126,32.43149369,-69.49263217,12440.518,29973.374,474.00,-3684.00,0.8235,0.2630,0.2261,1,0,0.2384
625,35721.50,3969.50,1288.420,608294.723,32.42135713,-69.49235634,12332.920,29964.777,474.57,-3684.02,0.8290,0.3923,0.3580,1,0,0.3703
626,35721.50,4353.50,1180.524,608303.982,32.41119269,-69.49205803,12225.024,29955.518,474.90,-3683.39,0.8287,0.3843,0.1839,1,0,0.1705
627,35721.50,4737.50,1071.766,608312.751,32.40094741,-69.49177532,12116.266,29946.749,474.44,-3683.25,0.8260,0.5269,0.1611,1,0,0.1579
628,35721.50,5121.50,965.522,608321.403,32.39093921,-69.49149567,12010.022,29938.097,476.56,-3683.24,0.8214,0.4242,0.2895,1,0,0.3031
629,35721.50,5505.50,858.308,608329.408,32.38084005,-69.49123684,11902.808,29930.092,477.77,-3683.87,0.8614,0.5019,0.2033,1,0,0.1701
630,35721.50,5889.50,750.396,608338.031,32.37067538,-69.49095701,11794.896,29921.469,478.35,-3683.89,0.8310,0.4738,0.2870,1,0,0.2554
631,35721.50,6273.50,642.409,608347.207,32.36050380,-69.49065831,11686.909,29912.293,478.92,-3683.37,0.8217,0.4701,0.3440,1,0,0.3584
632,35721.50,6657.50,534.686,608354.973,32.35035749,-69.49040548,11579.186,29904.527,479.82,-3684.26,0.8056,0.4266,0.4862,1,0,0.4823
633,35721.50,7041.50,427.606,608363.837,32.34027201,-69.49011576,11472.106,29895.663,481.44,-3684.05,0.7211,0.2789,0.6076,1,0,0.6133
634,35721.50,7425.50,319.207,608372.034,32.33006257,-69.48984748,11363.707,29887.466,481.79,-3684.52,0.8153,0.4227,0.2244,1,0,0.2041
635,35721.50,7809.50,210.123,608381.116,32.31978884,-69.48954937,11254.623,29878.384,481.53,-3684.10,0.8235,0.3291,0.2005,1,0,0.2104
636,35721.50,8193.50,100.826,608390.582,32.30949534,-69.48923795,11145.326,29868.918,481.12,-3683.31,0.8222,0.5800,0.4596,1,0,0.4824
637,35721.50,8577.50,-8.103,608398.647,32.29923688,-69.48897207,11036.397,29860.853,481.15,-3683.92,0.8822,0.5264,0.2544,1,0,0.2663
638,35721.50,8961.50,-116.771,608407.377,32.28900324,-69.48868364,10927.729,29852.123,481.50,-3683.87,0.8225,0.3054,0.0467,1,0,0.0330
639,35721.50,9345.50,-224.702,608416.137,32.27883932,-69.48839359,10819.798,29843.363,482.66,-3683.80,0.8352,0.3103,0.4072,1,0,0.4626
640,35721.50,9729.50,-333.052,608423.905,32.26863626,-69.48813561,10711.448,29835.595,483.47,-3684.72,0.8377,0.4737,0.2731,1,0,0.2119
641,35721.50,10113.50,-439.901,608432.153,32.25857473,-69.48786122,10604.599,29827.347,485.84,-3685.17,0.8491,0.4942,0.3554,1,0,0.4379
642,35721.50,10497.50,-547.615,608440.623,32.24843203,-69.48757886,10496.885,29818.877,487.41,-3685.40,0.8158,0.3250,0.5417,1,0,0.6401
643,35721.50,10881.50,-656.550,608448.735,32.23817466,-69.48730760,10387.950,29810.765,487.83,-3686.00,0.8582,0.3718,0.1791,1,0,0.3038
644,35721.50,11265.50,-766.591,608457.828,32.22781358,-69.48700331,10277.909,29801.672,487.22,-3685.61,0.7743,0.4608,0.6490,1,0,0.8106
645,35721.50,11649.50,-880.074,608467.441,32.21712869,-69.48668103,10164.426,29792.059,483.22,-3684.71,0.6923,0.3773,0.1856,1,0,0.3106
646,36105.50,2817.50,1611.720,608373.923,32.45178914,-69.48971746,12656.220,29885.577,467.63,-3682.50,0.8168,0.5799,0.1919,1,0,0.1990
647,36105.50,3201.50,1506.389,608382.073,32.44186738,-69.48945745,12550.889,29877.427,470.33,-3682.96,0.8104,0.5344,0.4008,1,0,0.3644
648,36105.50,3585.50,1401.919,608389.612,32.43202705,-69.48921692,12446.419,29869.888,473.96,-3684.04,0.7545,0.3298,0.3591,1,0,0.3801
649,36105.50,3969.50,1296.201,608398.028,32.42206929,-69.48894694,12340.701,29861.472,476.41,-3684.25,0.8491,0.4337,0.2686,1,0,0.3074
650,36105.50,4353.50,1187.423,608406.823,32.41182358,-69.48866406,12231.923,29852.677,475.86,-3684.08,0.8752,0.6526,0.2866,1,0,0.3122
651,36105.50,4737.50,1079.864,608415.819,32.40169291,-69.48837384,12124.364,29843.681,476.60,-3683.72,0.8029,0.6296,0.3369,1,0,0.3634
652,36105.50,5121.50,972.737,608423.973,32.39160339,-69.48811071,12017.237,29835.527,477.83,-3684.20,0.8499,0.5586,0.3218,1,0,0.3405
653,36105.50,5505.50,865.457,608432.080,32.38149964,-69.48784858,11909.957,29827.420,478.98,-3684.73,0.8207,0.3914,0.5005,1,0,0.5011
654,36105.50,5889.50,757.421,608440.710,32.37132498,-69.48756854,11801.921,29818.790,479.43,-3684.75,0.8573,0.4582,0.5066,1,0,0.4882
655,36105.50,6273.50,649.942,608450.121,32.36120290,-69.48726210,11694.442,29809.379,480.51,-3683.99,0.8497,0.4753,0.3250,1,0,0.3482
656,36105.50,6657.50,541.954,608458.065,32.35103333,-69.48700346,11586.454,29801.435,481.15,-3684.70,0.8659,0.4771,0.2606,1,0,0.2391
657,36105.50,7041.50,434.057,608466.538,32.34087262,-69.48672674,11478.557,29792.962,481.95,-3684.88,0.8506,0.6710,0.3222,1,0,0.3012
658,36105.50,7425.50,325.747,608474.919,32.33067329,-69.48645243,11370.247,29784.581,482.39,-3685.17,0.8672,0.5807,0.5558,1,0,0.5325
659,36105.50,7809.50,215.552,608484.972,32.32029665,-69.48612233,11260.052,29774.528,481.02,-3683.78,0.7947,0.4713,0.1426,1,0,0.1690
660,36105.50,8193.50,107.046,608493.710,32.31007944,-69.48583493,11151.546,29765.790,481.40,-3683.72,0.8197,0.3614,0.2936,1,0,0.3026
661,36105.50,8577.50,-1.835,608501.864,32.29982721,-69.48556617,11042.665,29757.636,481.48,-3684.24,0.8682,0.6634,0.3312,1,0,0.2929
662,36105.50,8961.50,-111.092,608511.170,32.28953988,-69.48525879,10933.408,29748.330,481.25,-3683.62,0.8434,0.3482,0.1927,1,0,0.1966
663,36105.50,9345.50,-219.639,608519.622,32.27931963,-69.48497892,10824.861,29739.878,481.79,-3683.85,0.8330,0.3291,0.0857,1,0,0.1174
664,36105.50,9729.50,-327.058,608527.318,32.26920595,-69.48472338,10717.442,29732.182,483.52,-3684.84,0.7793,0.4140,0.2792,1,0,0.2380
665,36105.50,10113.50,-433.405,608535.279,32.25919334,-69.48445850,10611.095,29724.221,486.40,-3685.58,0.7516,0.3324,0.0923,1,0,0.1595
666,36105.50,10497.50,-541.488,608543.414,32.24901768,-69.48418721,10503.012,29716.086,487.61,-3686.14,0.8247,0.2650,0.1818,1,0,0.2308
667,36105.50,10881.50,-649.887,608551.561,32.23881251,-69.48391488,10394.613,29707.939,488.56,-3686.70,0.8163,0.3362,0.4975,1,0,0.5679
668,36105.50,11265.50,-760.172,608560.510,32.22843010,-69.48361536,10284.328,29698.990,487.70,-3686.46,0.7636,0.2928,0.4307,1,0,0.5053
669,36105.50,11649.50,-872.124,608570.536,32.21789124,-69.48327958,10172.376,29688.964,485.24,-3685.15,0.7753,0.3926,0.3370,1,0,0.4912
670,36489.50,3969.50,1303.355,608501.178,32.42272222,-69.48554276,12347.855,29758.322,477.71,-3684.60,0.8380,0.5081,0.3493,1,0,0.3797
671,36489.50,4353.50,1194.391,608510.203,32.41246068,-69.48525232,12238.891,29749.297,476.98,-3684.20,0.8259,0.4459,0.3812,1,0,0.4176
672,36489.50,4737.50,1087.621,608518.546,32.40240610,-69.48498366,12132.121,29740.954,478.51,-3684.49,0.8214,0.5221,0.1774,1,0,0.2082
673,36489.50,5121.50,980.869,608526.846,32.39235356,-69.48471575,12025.369,29732.654,480.12,-3684.82,0.7952,0.2784,0.1492,1,0,0.1441
674,36489.50,5505.50,872.991,608535.517,32.38219519,-69.48443507,11917.491,29723.983,480.67,-3684.79,0.8448,0.4399,0.0968,1,0,0.1063
675,36489.50,5889.50,764.784,608544.280,32.37200608,-69.48415073,11809.284,29715.220,480.95,-3684.68,0.8310,0.3429,0.1047,1,0,0.1297
676,36489.50,6273.50,656.351,608552.596,32.36179598,-69.48388048,11700.851,29706.904,481.08,-3685.01,0.8388,0.4459,0.3424,1,0,0.3221
677,36489.50,6657.50,548.694,608561.477,32.35165929,-69.48359095,11593.194,29698.023,482.05,-3684.78,0.8140,0.2718,0.2814,1,0,0.2887
678,36489.50,7041.50,441.546,608569.903,32.34157078,-69.48331582,11486.046,29689.597,483.59,-3685.02,0.8484,0.3401,0.2160,1,0,0.2337
679,36489.50,7425.50,332.377,608578.540,32.33129226,-69.48303309,11376.877,29680.960,483.18,-3685.04,0.8759,0.5707,0.2164,1,0,0.2014
680,36489.50,7809.50,222.575,608588.362,32.32095438,-69.48271064,11267.075,29671.138,482.20,-3683.89,0.8434,0.5445,0.4862,1,0,0.5069
681,36489.50,8193.50,113.509,608596.563,32.31068624,-69.48244103,11158.009,29662.937,482.03,-3684.36,0.8552,0.3949,0.0757,1,0,0.0577
682,36489.50,8577.50,3.706,608605.608,32.30034891,-69.48214293,11048.206,29653.892,481.18,-3683.99,0.8666,0.4913,0.0829,1,0,0.0767
683,36489.50,8961.50,-105.320,608614.670,32.29008500,-69.48184362,10939.180,29644.830,481.18,-3683.61,0.8435,0.4220,0.2585,1,0,0.2599
684,36489.50,9345.50,-214.463,608623.016,32.27981041,-69.48156727,10830.037,29636.484,481.12,-3683.95,0.8532,0.3975,0.1538,1,0,0.1145
685,36489.50,9729.50,-321.342,608630.870,32.26974922,-69.48130658,10723.158,29628.630,483.40,-3684.79,0.8618,0.4866,0.2060,1,0,0.1614
686,36489.50,10113.50,-428.242,608639.315,32.25968638,-69.48102573,10616.258,29620.185,485.72,-3685.04,0.7314,0.2535,0.3129,1,0,0.3466
687,36489.50,10497.50,-535.866,608647.112,32.24955560,-69.48076564,10508.634,29612.388,487.39,-3685.95,0.7960,0.3991,0.1697,1,0,0.2485
688,36489.50,10881.50,-644.446,608655.321,32.23933504,-69.48049128,10400.054,29604.179,488.16,-3686.44,0.8727,0.4713,0.3556,1,0,0.4363
