# Local planar approximation about anchor (-89.72070, 223.12570). Lunar radius 1737400 m. CAUTION: At extreme polar latitude -89.72S, cos(lat) ~ 0.00487 compresses longitudinal degree width to ~147.8 m/deg; planar approximation degrades near pole. For rigorous cartographic positioning, use Lunar Polar Stereographic (EPSG/IAU2000:30120). Valid only within this crop. Not geodetic coordinates.
match_id,src_x,src_y,ref_x,ref_y,residual_px,is_inlier,src_lat,src_lon,ref_lat,ref_lon,confidence
109,803.12,85.37,887.96,685.16,130.2434,0,-89.7075733,225.0943191,-89.7269283,225.8028018,0.0000
110,669.43,306.83,128.82,609.92,769.4503,0,-89.7145845,224.2260738,-89.7243975,220.5644049,0.0000
111,592.82,628.42,14.95,619.75,898.7512,0,-89.7247655,223.7285358,-89.7247282,219.7786762,0.0000
112,554.14,201.71,602.32,831.54,235.2556,0,-89.7112564,223.4773431,-89.7318520,223.8317213,0.0000
113,409.29,770.26,719.80,992.31,146.7541,0,-89.7292562,222.5365606,-89.7372602,224.6424490,0.0000
114,941.70,736.51,116.42,535.90,881.9846,0,-89.7281875,225.9943342,-89.7219077,220.4788507,0.0000
115,817.05,188.98,78.09,519.24,851.2989,0,-89.7108536,225.1847969,-89.7213473,220.2143293,0.0000
116,630.48,827.56,827.49,985.31,84.6997,0,-89.7310702,223.9731362,-89.7370245,225.3854931,0.0000
117,840.27,489.30,769.09,554.49,335.1955,0,-89.7203612,225.3355660,-89.7225328,224.9825510,0.0000
118,755.04,815.16,398.63,657.45,565.9439,0,-89.7306774,224.7820765,-89.7259962,222.4262037,0.0000
119,558.01,908.03,381.82,884.62,502.8180,0,-89.7336177,223.5024455,-89.7336375,222.3102333,0.0000
120,374.74,621.63,989.94,709.66,252.8040,0,-89.7245506,222.3121728,-89.7277525,226.5065083,0.0000
121,460.22,422.80,485.20,751.66,375.6798,0,-89.7182561,222.8673545,-89.7291652,223.0235553,0.0000
122,79.28,306.47,947.54,865.18,169.7477,0,-89.7145730,220.3933553,-89.7329838,226.2139483,0.0000
123,427.21,946.88,602.67,782.94,313.8459,0,-89.7348475,222.6529679,-89.7302172,223.8341986,0.0000
124,602.05,34.97,104.43,709.51,737.0831,0,-89.7059778,223.7884382,-89.7277474,220.3960698,0.0000
125,685.45,395.29,162.30,413.73,835.4686,0,-89.7173851,224.3301048,-89.7177983,220.7954549,0.0000
126,949.73,810.45,201.24,560.77,803.6081,0,-89.7305285,226.0464621,-89.7227442,221.0641311,0.0000
127,284.94,435.37,181.01,586.40,704.3333,0,-89.7186539,221.7289874,-89.7236063,220.9245449,0.0000
128,138.16,400.81,635.39,585.48,349.3637,0,-89.7175598,220.7757217,-89.7235754,224.0599709,0.0000
129,878.20,189.92,429.84,727.92,460.4357,0,-89.7108831,225.5819616,-89.7283667,222.6415569,0.0000
130,920.63,195.32,909.80,901.88,84.4130,0,-89.7110541,225.8575120,-89.7342184,225.9534636,0.0000
131,694.77,708.02,882.97,967.87,63.7647,0,-89.7272857,224.3906410,-89.7364379,225.7683586,0.0000
132,873.40,458.24,904.40,876.71,19.1252,0,-89.7193778,225.5507340,-89.7333715,225.9162491,0.0000
133,788.27,891.89,958.89,658.03,269.5131,0,-89.7331067,224.9978478,-89.7260159,226.2922301,0.0000
134,464.93,228.10,113.67,889.48,714.0018,0,-89.7120920,222.8979490,-89.7338012,220.4598600,0.0000
135,584.78,910.95,886.12,938.85,0.7513,1,-89.7337102,223.6763049,-89.7354619,225.7900989,0.9499
136,291.36,479.81,953.57,604.03,323.7140,0,-89.7200609,221.7706717,-89.7241994,226.2555488,0.0000
137,608.14,187.79,576.62,964.70,295.1120,0,-89.7108160,223.8280352,-89.7363313,223.6543889,0.0000
138,880.95,29.25,410.06,734.25,465.5337,0,-89.7057967,225.5997620,-89.7285795,222.5050421,0.0000
139,392.09,704.24,42.31,431.94,941.9902,0,-89.7271660,222.4249030,-89.7184108,219.9674179,0.0000
140,196.09,888.75,924.46,683.91,291.1300,0,-89.7330073,221.1519357,-89.7268862,226.0546495,0.0000
141,714.09,122.68,566.18,459.71,464.0512,0,-89.7087546,224.5160819,-89.7193449,223.5823399,0.0000
142,509.73,202.89,55.68,358.79,916.6089,0,-89.7112939,223.1888865,-89.7159502,220.0596673,0.0000
143,772.59,804.08,672.88,862.78,236.6291,0,-89.7303269,224.8960617,-89.7329031,224.3186580,0.0000
144,35.00,58.78,638.74,807.88,129.0239,0,-89.7067314,220.1057279,-89.7310561,224.0830973,0.0000
145,623.59,875.57,116.68,972.15,772.8676,0,-89.7325902,223.9283626,-89.7365818,220.4806102,0.0000
146,220.32,483.87,542.06,714.27,327.5089,0,-89.7201892,221.3092925,-89.7279076,223.4159053,0.0000
147,626.29,773.87,549.30,850.08,339.9686,0,-89.7293705,223.9459165,-89.7324757,223.4658905,0.0000
148,102.70,847.17,391.04,726.76,484.7854,0,-89.7316910,220.5454263,-89.7283275,222.3738589,0.0000
149,236.18,886.70,798.84,651.52,307.7861,0,-89.7329424,221.4122945,-89.7257967,225.1878250,0.0000
150,869.75,120.02,399.86,967.62,499.3962,0,-89.7086702,225.5270288,-89.7364296,222.4346645,0.0000
151,430.18,235.65,504.55,953.95,332.5181,0,-89.7123311,222.6722470,-89.7359697,223.1571228,0.0000
152,59.95,212.05,545.12,416.62,512.2535,0,-89.7115839,220.2678057,-89.7178952,223.4370176,0.0000
153,468.13,800.33,292.87,876.75,572.4189,0,-89.7302079,222.9187175,-89.7333728,221.6963952,0.0000
154,560.55,728.51,381.81,395.81,713.4935,0,-89.7279342,223.5189562,-89.7171953,222.3101093,0.0000
155,898.17,121.37,372.04,416.93,642.6914,0,-89.7087129,225.7116253,-89.7179058,222.2427241,0.0000
156,730.08,158.26,542.48,820.14,315.9834,0,-89.7098808,224.6199345,-89.7314688,223.4188295,0.0000
157,60.54,563.37,483.63,535.31,496.6556,0,-89.7227061,220.2716460,-89.7218877,223.0127606,0.0000
