# Stage O tie points: Chandrayaan-2 TMC-2 (source) to LROC NAC DTM orthophoto (reference), Pitiscus.
# tmc_scan/tmc_pixel: 0-based line/sample in ch2_tmc_ncn_20230130T1900132182_d_img_d32.img (via ISRO geometry CSV).
# nac_col/nac_row: 0-based pixel-centre index in NAC_DTM_PITISCUS_M1149280834_2M.TIF.
# map_x/map_y: metres, equirectangular Moon sphere R=1737400, std parallel -51, CM 180 (NAC CRS). lon/lat in degrees.
# Residuals in common-grid px (1 px = 4.72 m). heldout_residual_px: spatial-block 5-fold, model never saw the node.
# Reference error: lola_rms 0.92 m. These are relative residuals, not ground-truth errors.
id,tmc_scan,tmc_pixel,grid_src_x,grid_src_y,grid_ref_x,grid_ref_y,map_x,map_y,lon,lat,nac_col,nac_row,ncc_peak,ncc_second,fit_residual_px,is_inlier,spatial_fold,heldout_residual_px
1286,242575.499,975.856,512,3680,589.0381,4478.8650,-2838899.740,-1560083.573,31.23489729,-51.44825855,1389.630,11373.286,0.6604,0.3426,0.6955,1,3,0.7214
1287,242574.728,928.428,560,3680,638.3971,4478.6696,-2838666.765,-1560082.650,31.24710572,-51.44822813,1506.117,11372.825,0.6542,0.2965,0.6239,1,3,0.6487
1288,242573.163,833.581,656,3680,736.9829,4478.5842,-2838201.441,-1560082.247,31.27148984,-51.44821484,1738.780,11372.624,0.6301,0.4123,0.2936,1,3,0.3200
1289,242572.371,786.164,704,3680,785.7478,4478.3543,-2837971.270,-1560081.162,31.28355132,-51.44817906,1853.865,11372.081,0.6437,0.4020,0.5628,1,3,0.7540
1290,242571.569,738.739,752,3680,834.7159,4478.2272,-2837740.141,-1560080.562,31.29566306,-51.44815927,1969.430,11371.781,0.7098,0.3456,0.9475,1,3,1.1919
1291,242570.764,691.325,800,3680,883.7411,4478.1141,-2837508.742,-1560080.029,31.30778889,-51.44814167,2085.129,11371.514,0.7689,0.4401,1.2775,1,3,1.5835
1292,242569.946,643.902,848,3680,932.5665,4478.1161,-2837278.286,-1560080.038,31.31986534,-51.44814199,2200.357,11371.519,0.7975,0.5003,1.7708,0,3,2.1445
1293,242569.127,596.491,896,3680,981.8797,4477.9428,-2837045.528,-1560079.220,31.33206243,-51.44811500,2316.736,11371.110,0.7806,0.5147,1.7930,0,3,2.2484
1294,242537.270,1403.531,80,3728,140.6100,4527.4055,-2841016.321,-1560312.684,31.12398344,-51.45581415,331.340,11487.842,0.7983,0.6642,1.2056,1,3,1.3595
1295,242536.560,1356.101,128,3728,189.9900,4527.2227,-2840783.247,-1560311.821,31.13619704,-51.45578570,447.876,11487.411,0.8323,0.7292,1.5233,0,3,1.6363
1296,242535.849,1308.684,176,3728,239.7464,4527.1825,-2840548.397,-1560311.632,31.14850375,-51.45577945,565.301,11487.316,0.7870,0.6395,1.4167,1,3,1.4969
1297,242535.125,1261.255,224,3728,289.5806,4527.1955,-2840313.180,-1560311.693,31.16082970,-51.45578146,682.910,11487.346,0.7390,0.5077,1.1959,1,3,1.2502
1298,242534.399,1213.839,272,3728,339.2941,4526.9766,-2840078.532,-1560310.660,31.17312579,-51.45574740,800.234,11486.830,0.8264,0.6612,1.1623,1,3,1.2101
1299,242533.662,1166.412,320,3728,389.0188,4527.0141,-2839843.831,-1560310.836,31.18542466,-51.45575323,917.584,11486.918,0.8329,0.6297,0.9833,1,3,1.0177
1300,242532.920,1118.997,368,3728,438.9999,4526.9771,-2839607.920,-1560310.662,31.19778697,-51.45574747,1035.540,11486.831,0.7405,0.4621,0.6074,1,3,0.6597
1301,242532.170,1071.573,416,3728,488.8049,4526.9832,-2839372.841,-1560310.691,31.21010569,-51.45574841,1153.080,11486.845,0.7140,0.4701,0.3581,1,3,0.4318
1302,242531.413,1024.158,464,3728,538.6432,4526.8820,-2839137.604,-1560310.213,31.22243266,-51.45573267,1270.698,11486.607,0.7272,0.5347,0.3263,1,3,0.4141
1303,242530.649,976.737,512,3728,588.4003,4526.6799,-2838902.751,-1560309.259,31.23473954,-51.45570121,1388.125,11486.130,0.7209,0.5186,0.5551,1,3,0.6157
1304,242529.877,929.323,560,3728,637.8204,4526.7373,-2838669.488,-1560309.530,31.24696307,-51.45571014,1504.756,11486.265,0.6292,0.4042,0.4056,1,3,0.4385
1305,242529.100,881.906,608,3728,686.8767,4526.3589,-2838437.942,-1560307.744,31.25909660,-51.45565125,1620.529,11485.372,0.6356,0.3737,0.5236,1,3,0.6314
1306,242528.312,834.493,656,3728,735.8703,4526.2138,-2838206.692,-1560307.059,31.27121465,-51.45562865,1736.154,11485.029,0.5705,0.3636,0.7545,1,3,0.9079
1307,242527.521,787.079,704,3728,784.9945,4526.1501,-2837974.826,-1560306.758,31.28336501,-51.45561874,1852.087,11484.879,0.6208,0.4883,0.9430,1,3,1.1411
1308,242526.719,739.667,752,3728,834.2270,4526.0161,-2837742.449,-1560306.126,31.29554213,-51.45559789,1968.276,11484.563,0.7553,0.5696,1.0843,1,3,1.3352
1309,242525.914,692.257,800,3728,883.3147,4525.8856,-2837510.755,-1560305.510,31.30768344,-51.45557757,2084.123,11484.255,0.8059,0.5264,1.3368,1,3,1.6507
1310,242525.097,644.846,848,3728,932.2124,4525.9492,-2837279.957,-1560305.810,31.31977776,-51.45558747,2199.521,11484.405,0.7391,0.4109,1.7036,0,3,2.0895
1311,242524.278,597.440,896,3728,981.2367,4525.8881,-2837048.563,-1560305.522,31.33190339,-51.45557796,2315.219,11484.261,0.6065,0.2548,1.9815,0,3,2.4469
1312,242492.418,1404.332,80,3776,140.0912,4575.2351,-2841018.769,-1560538.440,31.12385512,-51.46325909,330.115,11600.720,0.6849,0.4526,1.4861,1,3,1.6374
1313,242491.709,1356.917,128,3776,189.9378,4575.1841,-2840783.493,-1560538.199,31.13618413,-51.46325117,447.753,11600.600,0.7627,0.4579,1.3144,1,3,1.4289
1314,242490.998,1309.499,176,3776,239.5554,4575.1795,-2840549.298,-1560538.177,31.14845651,-51.46325045,564.851,11600.589,0.6924,0.4319,1.3092,1,3,1.3884
1315,242490.275,1262.085,224,3776,289.2284,4575.0150,-2840314.842,-1560537.401,31.16074260,-51.46322485,682.079,11600.200,0.6561,0.3156,1.2991,1,3,1.3595
1316,242489.548,1214.668,272,3776,338.7849,4575.0399,-2840080.935,-1560537.518,31.17299986,-51.46322872,799.032,11600.259,0.6604,0.4072,1.2936,1,3,1.3294
1317,242488.812,1167.256,320,3776,388.7588,4575.0144,-2839845.059,-1560537.398,31.18536035,-51.46322475,916.971,11600.199,0.6779,0.3615,0.9077,1,3,0.9434
1318,242488.070,1119.840,368,3776,438.7175,4574.9759,-2839609.253,-1560537.216,31.19771711,-51.46321876,1034.873,11600.108,0.7463,0.5183,0.5448,1,3,0.6011
1319,242487.320,1072.430,416,3776,488.4819,4574.8008,-2839374.365,-1560536.390,31.21002580,-51.46319149,1152.317,11599.695,0.7793,0.5623,0.4816,1,3,0.5663
1320,242486.563,1025.016,464,3776,538.1531,4574.7907,-2839139.918,-1560536.342,31.22231142,-51.46318992,1269.541,11599.671,0.7461,0.5167,0.3646,1,3,0.4577
1321,242485.799,977.608,512,3776,588.1247,4574.7241,-2838904.051,-1560536.028,31.23467137,-51.46317956,1387.474,11599.514,0.6725,0.3700,0.5805,1,3,0.6233
1322,242485.027,930.196,560,3776,637.7634,4574.8136,-2838669.757,-1560536.450,31.24694896,-51.46319349,1504.622,11599.725,0.5733,0.3378,0.6651,1,3,0.6454
1323,242484.250,882.790,608,3776,686.0256,4574.1275,-2838441.959,-1560533.212,31.25888611,-51.46308670,1618.520,11598.106,0.6506,0.5174,0.8930,1,3,1.0197
1324,242483.463,835.380,656,3776,735.8722,4574.2742,-2838206.683,-1560533.904,31.27121513,-51.46310954,1736.158,11598.452,0.5619,0.2190,0.4744,1,3,0.6054
1325,242482.671,787.975,704,3776,784.8459,4574.1200,-2837975.527,-1560533.176,31.28332824,-51.46308552,1851.736,11598.088,0.7166,0.5952,0.7296,1,3,0.9289
1326,242481.869,740.568,752,3776,834.0244,4573.9722,-2837743.405,-1560532.479,31.29549200,-51.46306252,1967.797,11597.739,0.6826,0.5044,0.9006,1,3,1.1541
1327,242481.065,693.161,800,3776,883.0597,4573.9512,-2837511.958,-1560532.380,31.30762036,-51.46305926,2083.521,11597.690,0.5991,0.2659,1.1286,1,3,1.4511
1328,242480.248,645.754,848,3776,932.1625,4573.9097,-2837280.193,-1560532.184,31.31976540,-51.46305280,2199.403,11597.592,0.7097,0.3669,1.3161,1,3,1.7119
1329,242479.429,598.355,896,3776,980.9684,4573.8613,-2837049.829,-1560531.956,31.33183702,-51.46304527,2314.585,11597.478,0.6811,0.3130,1.7894,0,3,2.2654
1330,242447.571,1405.070,80,3824,140.6225,4623.3126,-2841016.262,-1560765.366,31.12398653,-51.47074264,331.369,11714.183,0.6905,0.3275,0.7399,1,3,0.8946
1331,242446.862,1357.667,128,3824,189.9689,4623.1142,-2840783.347,-1560764.429,31.13619183,-51.47071176,447.827,11713.715,0.8002,0.5148,1.0586,1,3,1.1783
1332,242446.150,1310.253,176,3824,239.2477,4622.9799,-2840550.751,-1560763.795,31.14838041,-51.47069084,564.125,11713.398,0.7260,0.5058,1.3887,1,3,1.4736
1333,242445.427,1262.850,224,3824,289.1681,4622.9980,-2840315.127,-1560763.880,31.16072766,-51.47069366,681.937,11713.440,0.6900,0.3317,1.0730,1,3,1.1401
1334,242444.700,1215.440,272,3824,338.9449,4622.9589,-2840080.180,-1560763.696,31.17303944,-51.47068758,799.410,11713.348,0.6527,0.3492,0.8929,1,3,0.9508
1335,242443.964,1168.035,320,3824,388.8115,4622.9726,-2839844.810,-1560763.761,31.18537339,-51.47068971,917.095,11713.380,0.7200,0.4519,0.6003,1,3,0.6637
1336,242443.222,1120.629,368,3824,438.2895,4622.8563,-2839611.273,-1560763.212,31.19761126,-51.47067161,1033.863,11713.106,0.7420,0.4709,0.6652,1,3,0.7230
1337,242442.472,1073.224,416,3824,488.4691,4622.6877,-2839374.426,-1560762.416,31.21002263,-51.47064536,1152.287,11712.708,0.7459,0.4717,0.5621,1,3,0.6550
1338,242441.715,1025.822,464,3824,537.9311,4622.7893,-2839140.965,-1560762.896,31.22225652,-51.47066118,1269.017,11712.948,0.7223,0.5019,0.3629,1,3,0.4504
1339,242440.951,978.417,512,3824,588.0375,4622.6185,-2838904.463,-1560762.090,31.23464981,-51.47063460,1387.269,11712.545,0.7655,0.5445,0.8698,1,3,0.8977
1340,242440.179,931.018,560,3824,636.6632,4622.3836,-2838674.950,-1560760.981,31.24667684,-51.47059803,1502.025,11711.990,0.8124,0.6547,0.5409,1,3,0.6426
1341,242438.614,836.219,656,3824,735.9416,4622.2944,-2838206.356,-1560760.560,31.27123230,-51.47058415,1736.322,11711.780,0.7141,0.5439,0.5598,1,3,0.5650
1342,242437.823,788.814,704,3824,784.7614,4622.2130,-2837975.926,-1560760.175,31.28330733,-51.47057148,1851.537,11711.588,0.7499,0.5625,0.4240,1,3,0.6082
1343,242437.020,741.423,752,3824,833.8336,4622.0986,-2837744.305,-1560759.635,31.29544482,-51.47055367,1967.347,11711.318,0.6652,0.3273,0.6106,1,3,0.8703
1344,242436.216,694.017,800,3824,882.9584,4621.9863,-2837512.436,-1560759.105,31.30759532,-51.47053619,2083.282,11711.053,0.6722,0.3084,0.7884,1,3,1.1166
1345,242435.398,646.618,848,3824,932.0995,4621.8967,-2837280.490,-1560758.683,31.31974984,-51.47052224,2199.255,11710.841,0.7096,0.3937,0.9361,1,3,1.3398
1346,242402.723,1405.807,80,3872,140.3938,4671.0469,-2841017.341,-1560990.672,31.12392994,-51.47817275,330.829,11826.836,0.5766,0.2636,0.8831,1,3,1.0318
1347,242402.013,1358.408,128,3872,189.9224,4671.1051,-2840783.566,-1560990.946,31.13618032,-51.47818181,447.717,11826.973,0.6505,0.3700,0.8536,1,3,0.9757
1348,242401.300,1311.009,176,3872,239.3300,4670.9793,-2840550.362,-1560990.352,31.14840076,-51.47816222,564.319,11826.676,0.6101,0.2283,1.0465,1,3,1.1394
1349,242400.576,1263.611,224,3872,289.0120,4670.8758,-2840315.863,-1560989.864,31.16068906,-51.47814612,681.568,11826.432,0.5158,0.2494,0.9988,1,3,1.0763
1350,242399.848,1216.214,272,3872,338.6097,4670.9452,-2840081.762,-1560990.191,31.17295652,-51.47815691,798.619,11826.596,0.7445,0.5585,0.8866,1,3,0.9432
1351,242399.110,1168.818,320,3872,388.7709,4670.9672,-2839845.001,-1560990.295,31.18536336,-51.47816035,916.999,11826.648,0.7109,0.4122,0.4237,1,3,0.5139
1352,242398.367,1121.422,368,3872,438.2542,4670.8519,-2839611.440,-1560989.751,31.19760251,-51.47814239,1033.780,11826.376,0.6900,0.3558,0.4625,1,3,0.5483
1353,242397.616,1074.028,416,3872,488.3023,4670.7141,-2839375.213,-1560989.101,31.20998136,-51.47812094,1151.893,11826.050,0.7004,0.3387,0.6051,1,3,0.6872
1354,242396.858,1026.633,464,3872,537.9952,4670.7282,-2839140.663,-1560989.167,31.22227237,-51.47812314,1269.169,11826.084,0.6696,0.3094,0.6837,1,3,0.7346
1355,242396.093,979.241,512,3872,587.0843,4670.3688,-2838908.962,-1560987.471,31.23441404,-51.47806719,1385.019,11825.235,0.7024,0.4895,0.6561,1,3,0.7405
1356,242395.320,931.848,560,3872,636.6812,4670.3000,-2838674.865,-1560987.146,31.24668129,-51.47805648,1502.068,11825.073,0.7270,0.5760,0.6888,1,3,0.7481
1357,242394.541,884.459,608,3872,686.4844,4670.0729,-2838439.794,-1560986.074,31.25899957,-51.47802113,1619.603,11824.537,0.6470,0.3667,1.0250,1,3,1.0329
1358,242393.753,837.068,656,3872,735.7750,4670.2639,-2838207.142,-1560986.976,31.27119108,-51.47805087,1735.929,11824.988,0.7353,0.4079,0.7532,1,3,0.7072
1359,242392.961,789.681,704,3872,784.8357,4670.0771,-2837975.576,-1560986.094,31.28332572,-51.47802178,1851.712,11824.547,0.6608,0.3793,0.5791,1,3,0.5978
1360,242392.157,742.292,752,3872,833.9052,4670.1044,-2837743.968,-1560986.223,31.29546252,-51.47802604,1967.516,11824.611,0.7326,0.4640,0.3433,1,3,0.4958
1361,242391.351,694.907,800,3872,882.8209,4670.0017,-2837513.085,-1560985.738,31.30756130,-51.47801005,2082.957,11824.369,0.7342,0.4716,0.5003,1,3,0.8249
1362,242390.532,647.521,848,3872,932.0908,4669.8935,-2837280.532,-1560985.227,31.31974767,-51.47799321,2199.234,11824.114,0.6744,0.3458,0.5211,1,3,0.9193
1363,242357.798,1406.685,80,3920,140.3967,4719.1195,-2841017.327,-1561217.574,31.12393068,-51.48565552,330.836,11940.287,0.6151,0.3076,0.6622,1,3,0.7968
1364,242357.088,1359.290,128,3920,189.5701,4719.2405,-2840785.229,-1561218.145,31.13609317,-51.48567435,446.885,11940.573,0.8501,0.5706,0.7856,1,3,0.8998
1365,242356.375,1311.905,176,3920,239.0281,4719.0574,-2840551.787,-1561217.281,31.14832609,-51.48564586,563.606,11940.141,0.5306,0.3090,0.9719,1,3,1.0593
1366,242354.923,1217.126,272,3920,338.8520,4718.8863,-2840080.619,-1561216.474,31.17301645,-51.48561922,799.191,11939.737,0.7322,0.6285,0.5636,1,3,0.6577
1367,242354.186,1169.737,320,3920,388.4066,4718.7851,-2839846.721,-1561215.996,31.18527326,-51.48560347,916.140,11939.498,0.6459,0.5067,0.5740,1,3,0.6661
1368,242353.443,1122.351,368,3920,438.1944,4718.7771,-2839611.722,-1561215.958,31.19758773,-51.48560223,1033.639,11939.479,0.6340,0.4285,0.4946,1,3,0.5910
1369,242352.691,1074.965,416,3920,487.7984,4718.8347,-2839377.591,-1561216.230,31.20985674,-51.48561119,1150.704,11939.615,0.6620,0.3958,0.4028,1,3,0.4867
1370,242351.933,1027.579,464,3920,537.5588,4718.8429,-2839142.722,-1561216.269,31.22216445,-51.48561246,1268.139,11939.634,0.7098,0.4438,0.5666,1,3,0.6030
1371,242351.168,980.197,512,3920,587.3364,4718.5618,-2838907.772,-1561214.942,31.23447639,-51.48556871,1385.614,11938.971,0.6868,0.3983,0.9354,1,4,0.8438
1372,242350.395,932.812,560,3920,637.0671,4718.5494,-2838673.043,-1561214.883,31.24677675,-51.48556678,1502.978,11938.942,0.5621,0.2765,1.1856,1,4,1.0751
1373,242349.617,885.433,608,3920,685.6440,4718.3354,-2838443.760,-1561213.873,31.25879172,-51.48553346,1617.620,11938.436,0.6992,0.4361,0.5201,1,4,0.2527
1374,242348.828,838.048,656,3920,735.3924,4718.1013,-2838208.948,-1561212.768,31.27109646,-51.48549702,1735.026,11937.884,0.6021,0.3422,0.8640,1,4,0.5687
1375,242348.036,790.674,704,3920,784.7838,4718.2058,-2837975.820,-1561213.261,31.28331288,-51.48551329,1851.590,11938.131,0.6375,0.2906,0.7723,1,4,0.4492
1376,242347.232,743.289,752,3920,833.6327,4718.1623,-2837745.254,-1561213.056,31.29539513,-51.48550653,1966.873,11938.028,0.7730,0.5076,0.3264,1,4,0.1298
1377,242346.427,695.918,800,3920,882.6589,4718.0319,-2837513.850,-1561212.440,31.30752123,-51.48548622,2082.575,11937.720,0.7752,0.5810,0.2755,1,4,0.4973
1378,242345.608,648.536,848,3920,931.8472,4717.9128,-2837281.681,-1561211.879,31.31968743,-51.48546769,2198.659,11937.439,0.7555,0.4248,0.3228,1,4,0.6854
1379,242312.867,1407.578,80,3968,140.1138,4767.1986,-2841018.663,-1561444.507,31.12386069,-51.49313929,330.168,12053.754,0.6264,0.2937,0.5527,1,4,0.3434
1380,242312.158,1360.194,128,3968,189.4952,4766.9434,-2840785.583,-1561443.303,31.13607464,-51.49309957,446.709,12053.151,0.7589,0.4806,0.8182,1,4,0.5020
1381,242311.445,1312.815,176,3968,238.9904,4767.0978,-2840551.965,-1561444.032,31.14831676,-51.49312361,563.517,12053.516,0.5965,0.3853,0.7039,1,4,0.3556
1382,242310.722,1265.432,224,3968,288.7969,4767.0925,-2840316.879,-1561444.007,31.16063587,-51.49312278,681.061,12053.503,0.5721,0.3293,0.4924,1,4,0.1662
1383,242309.994,1218.053,272,3968,338.5998,4767.1462,-2840081.809,-1561444.260,31.17295407,-51.49313115,798.596,12053.630,0.6808,0.4855,0.2592,1,4,0.1514
1384,242309.257,1170.672,320,3968,388.3177,4766.7933,-2839847.141,-1561442.594,31.18525125,-51.49307621,915.930,12052.797,0.5915,0.4309,0.5361,1,4,0.4002
1385,242308.514,1123.294,368,3968,438.1801,4766.8092,-2839611.790,-1561442.669,31.19758420,-51.49307869,1033.605,12052.835,0.6530,0.4311,0.6367,1,4,0.6291
1386,242307.764,1075.914,416,3968,487.6237,4766.8846,-2839378.416,-1561443.025,31.20981354,-51.49309043,1150.292,12053.013,0.7939,0.6557,0.5027,1,4,0.5206
1387,242307.006,1028.539,464,3968,537.6868,4766.8689,-2839142.118,-1561442.951,31.22219611,-51.49308799,1268.441,12052.976,0.7290,0.4015,1.0500,1,4,1.0735
1388,242306.242,981.161,512,3968,586.9210,4766.7084,-2838909.733,-1561442.194,31.23437364,-51.49306300,1384.633,12052.597,0.7169,0.3493,0.8572,1,4,0.8077
1389,242305.469,933.787,560,3968,636.1652,4766.5150,-2838677.300,-1561441.281,31.24655367,-51.49303290,1500.850,12052.141,0.7033,0.3481,0.7218,1,4,0.5756
1390,242304.692,886.411,608,3968,685.2306,4766.2242,-2838445.712,-1561439.908,31.25868947,-51.49298763,1616.644,12051.454,0.6773,0.3596,0.5882,1,4,0.2997
1391,242303.904,839.039,656,3968,734.8245,4766.2977,-2838211.629,-1561440.255,31.27095597,-51.49299907,1733.686,12051.628,0.6771,0.4092,0.6208,1,4,0.3384
1392,242303.113,791.666,704,3968,784.0232,4766.1280,-2837979.410,-1561439.454,31.28312476,-51.49297265,1849.795,12051.227,0.7125,0.3919,0.5310,1,4,0.1672
1393,242302.309,744.296,752,3968,833.5537,4766.1777,-2837745.626,-1561439.689,31.29537560,-51.49298039,1966.687,12051.344,0.7166,0.3656,0.6172,1,4,0.2379
1394,242301.505,696.926,800,3968,882.6881,4766.0663,-2837513.712,-1561439.163,31.30752846,-51.49296305,2082.644,12051.081,0.6841,0.4202,0.4535,1,4,0.0310
1395,242300.686,649.558,848,3968,931.8293,4765.9531,-2837281.766,-1561438.629,31.31968301,-51.49294544,2198.617,12050.814,0.7210,0.3890,0.3241,1,4,0.2416
1396,242267.968,1408.394,80,4016,140.0022,4815.1599,-2841019.189,-1561670.885,31.12383310,-51.50060475,329.905,12166.942,0.7481,0.4804,0.5319,1,4,0.4525
1397,242267.259,1361.016,128,4016,189.1726,4815.1329,-2840787.105,-1561670.757,31.13599486,-51.50060054,445.947,12166.879,0.7730,0.5338,0.6426,1,4,0.2809
1398,242266.548,1313.642,176,4016,239.1294,4815.0564,-2840551.309,-1561670.396,31.14835115,-51.50058863,563.845,12166.698,0.6562,0.3384,0.4833,1,4,0.3126
1399,242265.825,1266.267,224,4016,288.5505,4815.1355,-2840318.042,-1561670.770,31.16057491,-51.50060095,680.479,12166.885,0.6070,0.3246,0.3786,1,4,0.0705
1400,242265.098,1218.893,272,4016,338.2180,4814.8577,-2840083.611,-1561669.458,31.17285965,-51.50055770,797.695,12166.229,0.6290,0.3742,0.5175,1,4,0.2755
1401,242264.362,1171.520,320,4016,388.2275,4814.8935,-2839847.566,-1561669.627,31.18522895,-51.50056327,915.717,12166.314,0.7933,0.4881,0.5593,1,4,0.5808
1402,242263.620,1124.146,368,4016,437.4759,4814.7569,-2839615.114,-1561668.983,31.19741002,-51.50054202,1031.943,12165.991,0.7648,0.3960,0.4578,1,4,0.3177
1403,242262.870,1076.777,416,4016,487.3586,4814.7083,-2839379.668,-1561668.753,31.20974795,-51.50053445,1149.666,12165.877,0.7206,0.4462,0.6780,1,4,0.6438
1404,242262.113,1029.404,464,4016,536.9301,4814.8280,-2839145.690,-1561669.318,31.22200894,-51.50055309,1266.655,12166.159,0.7804,0.5612,0.6948,1,4,0.7090
1405,242261.350,982.038,512,4016,586.6947,4814.7982,-2838910.801,-1561669.177,31.23431767,-51.50054844,1384.099,12166.089,0.6624,0.3223,1.0110,1,4,0.9948
1406,242260.578,934.665,560,4016,636.0504,4814.5598,-2838677.842,-1561668.052,31.24652528,-51.50051134,1500.579,12165.526,0.7475,0.4283,0.9801,1,4,0.8674
1407,242259.801,887.303,608,4016,685.0832,4814.2613,-2838446.407,-1561666.643,31.25865302,-51.50046487,1616.296,12164.822,0.6741,0.3255,0.7328,1,4,0.4756
1408,242259.013,839.930,656,4016,734.7362,4814.4771,-2838212.045,-1561667.662,31.27093416,-51.50049847,1733.478,12165.331,0.8179,0.6613,0.8917,1,4,0.6917
1409,242258.223,792.571,704,4016,783.8686,4814.2066,-2837980.140,-1561666.385,31.28308651,-51.50045636,1849.430,12164.693,0.8464,0.6937,0.7233,1,4,0.3914
1410,242257.421,745.201,752,4016,833.0394,4814.0422,-2837748.054,-1561665.609,31.29524839,-51.50043077,1965.473,12164.305,0.6969,0.4451,0.6092,1,4,0.1776
1411,242256.617,697.844,800,4016,882.5075,4814.1214,-2837514.565,-1561665.983,31.30748379,-51.50044310,2082.218,12164.492,0.7373,0.4929,0.7072,1,4,0.2916
1412,242255.799,650.476,848,4016,931.7093,4814.0112,-2837282.332,-1561665.463,31.31965333,-51.50042594,2198.334,12164.231,0.7009,0.4104,0.6338,1,4,0.1676
1413,242223.081,1409.183,80,4064,139.8987,4863.2054,-2841019.678,-1561897.659,31.12380749,-51.50808329,329.661,12280.330,0.7964,0.5550,0.5072,1,4,0.5856
1414,242222.373,1361.812,128,4064,189.1595,4863.0571,-2840787.167,-1561896.960,31.13599162,-51.50806022,445.916,12279.980,0.7945,0.5772,0.5388,1,4,0.3288
1415,242221.661,1314.448,176,4064,238.9951,4863.1178,-2840551.943,-1561897.246,31.14831792,-51.50806966,563.528,12280.123,0.6476,0.4175,0.4110,1,4,0.4283
1416,242220.939,1267.078,224,4064,288.6612,4863.1274,-2840317.519,-1561897.292,31.16060230,-51.50807116,680.741,12280.146,0.7631,0.5316,0.3858,1,4,0.4888
1417,242220.212,1219.716,272,4064,337.9229,4863.0195,-2840085.004,-1561896.782,31.17278665,-51.50805436,796.998,12279.891,0.6954,0.4328,0.3174,1,4,0.1845
1418,242219.476,1172.347,320,4064,387.9624,4862.9717,-2839848.817,-1561896.556,31.18516339,-51.50804692,915.091,12279.778,0.7887,0.3774,0.5754,1,4,0.6693
1419,242218.734,1124.986,368,4064,437.2377,4862.8379,-2839616.238,-1561895.925,31.19735109,-51.50802609,1031.381,12279.462,0.6876,0.3113,0.4311,1,4,0.4132
1420,242217.985,1077.620,416,4064,486.6833,4862.8235,-2839382.855,-1561895.857,31.20958094,-51.50802386,1148.073,12279.429,0.7385,0.5768,0.3598,1,4,0.3480
1421,242217.227,1030.261,464,4064,536.3814,4862.5586,-2839148.280,-1561894.607,31.22187323,-51.50798262,1265.360,12278.803,0.7246,0.5405,0.6624,1,4,0.5582
1422,242216.465,982.896,512,4064,585.8090,4862.6963,-2838914.981,-1561895.257,31.23409861,-51.50800405,1382.009,12279.128,0.7983,0.6664,0.5561,1,4,0.5127
1423,242215.692,935.539,560,4064,635.0113,4862.3012,-2838682.747,-1561893.392,31.24626826,-51.50794256,1498.127,12278.196,0.7302,0.3743,0.5663,1,4,0.2944
1424,242214.916,888.178,608,4064,684.2162,4862.1937,-2838450.500,-1561892.884,31.25843856,-51.50792583,1614.250,12277.942,0.7864,0.5939,0.4858,1,4,0.1736
1425,242214.128,840.821,656,4064,734.2647,4862.2916,-2838214.271,-1561893.347,31.27081753,-51.50794107,1732.365,12278.173,0.7919,0.6416,0.8935,1,4,0.6339
1426,242213.339,793.463,704,4064,783.5410,4862.2546,-2837981.687,-1561893.172,31.28300548,-51.50793531,1848.657,12278.086,0.8313,0.6707,0.8218,1,4,0.5158
1427,242212.536,746.107,752,4064,832.6595,4862.1346,-2837749.847,-1561892.605,31.29515442,-51.50791661,1964.576,12277.803,0.7206,0.5590,0.6385,1,4,0.2549
1428,242211.732,698.753,800,4064,882.2486,4861.9160,-2837515.787,-1561891.573,31.30741975,-51.50788259,2081.607,12277.287,0.7065,0.3255,0.9575,1,4,0.4644
1429,242210.915,651.399,848,4064,931.2287,4861.8468,-2837284.601,-1561891.247,31.31953445,-51.50787182,2197.200,12277.123,0.6558,0.3349,0.6718,1,4,0.0975
1430,242178.193,1409.987,80,4112,139.7661,4911.2491,-2841020.304,-1562124.426,31.12377470,-51.51556158,329.348,12393.713,0.7156,0.3383,0.5578,1,4,0.7456
1431,242177.485,1362.628,128,4112,188.9474,4911.1409,-2840788.168,-1562123.915,31.13593915,-51.51554473,445.416,12393.458,0.7436,0.3753,0.4099,1,4,0.3333
1432,242176.773,1315.268,176,4112,238.8227,4911.0896,-2840552.757,-1562123.673,31.14827527,-51.51553674,563.121,12393.336,0.7303,0.4320,0.4899,1,4,0.5893
1433,242176.051,1267.912,224,4112,288.3012,4910.9283,-2840319.218,-1562122.911,31.16051326,-51.51551163,679.891,12392.956,0.7406,0.5021,0.5191,1,4,0.5107
1434,242175.324,1220.552,272,4112,337.7357,4911.0289,-2840085.887,-1562123.386,31.17274036,-51.51552729,796.556,12393.193,0.7140,0.5613,0.3130,1,4,0.3560
1435,242174.589,1173.199,320,4112,387.6581,4911.0216,-2839850.254,-1562123.352,31.18508810,-51.51552616,914.373,12393.176,0.7492,0.5619,0.6042,1,4,0.7443
1436,242173.847,1125.839,368,4112,437.0643,4910.8108,-2839617.057,-1562122.357,31.19730820,-51.51549334,1030.972,12392.678,0.7948,0.6502,0.5899,1,4,0.6199
1437,242173.098,1078.489,416,4112,486.3492,4910.7991,-2839384.432,-1562122.302,31.20949830,-51.51549153,1147.284,12392.651,0.7704,0.6380,0.4016,1,4,0.4082
