# Stage O tie points: Chandrayaan-2 TMC-2 (source) to LROC NAC DTM orthophoto (reference), Pitiscus.
# tmc_scan/tmc_pixel: 0-based line/sample in ch2_tmc_ncn_20230130T1900132182_d_img_d32.img (via ISRO geometry CSV).
# nac_col/nac_row: 0-based pixel-centre index in NAC_DTM_PITISCUS_M1149280834_2M.TIF.
# map_x/map_y: metres, equirectangular Moon sphere R=1737400, std parallel -51, CM 180 (NAC CRS). lon/lat in degrees.
# Residuals in common-grid px (1 px = 4.72 m). heldout_residual_px: spatial-block 5-fold, model never saw the node.
# Reference error: lola_rms 0.92 m. These are relative residuals, not ground-truth errors.
id,tmc_scan,tmc_pixel,grid_src_x,grid_src_y,grid_ref_x,grid_ref_y,map_x,map_y,lon,lat,nac_col,nac_row,ncc_peak,ncc_second,fit_residual_px,is_inlier,spatial_fold,heldout_residual_px
402,244952.073,833.841,608,1136,698.8324,1935.7977,-2838381.511,-1548080.295,31.26205372,-51.05241583,1648.744,5371.648,0.6610,0.3586,0.4756,1,1,0.7613
403,244951.279,785.996,656,1136,748.9153,1935.7248,-2838145.120,-1548079.951,31.27444119,-51.05240449,1766.940,5371.476,0.6040,0.4096,0.4188,1,1,0.6756
404,244950.473,738.144,704,1136,799.2165,1935.6327,-2837907.698,-1548079.516,31.28688267,-51.05239014,1885.651,5371.258,0.6764,0.3924,0.1226,1,1,0.3501
405,244949.665,690.303,752,1136,849.0024,1935.2562,-2837672.709,-1548077.739,31.29919665,-51.05233154,2003.146,5370.370,0.6829,0.3334,0.4052,1,1,0.6023
406,244948.845,642.453,800,1136,898.9404,1935.1572,-2837437.001,-1548077.272,31.31154830,-51.05231613,2120.999,5370.136,0.7464,0.4836,0.4157,1,1,0.5846
407,244948.023,594.616,848,1136,949.2176,1935.0953,-2837199.693,-1548076.980,31.32398381,-51.05230650,2239.654,5369.990,0.6498,0.3917,0.1930,1,1,0.2804
408,244947.187,546.767,896,1136,998.9595,1935.0979,-2836964.911,-1548076.992,31.33628695,-51.05230690,2357.045,5369.996,0.6228,0.3014,0.1839,1,1,0.2864
409,244946.351,498.933,944,1136,1049.2766,1934.9583,-2836727.414,-1548076.333,31.34873233,-51.05228517,2475.793,5369.667,0.5388,0.1714,0.2761,1,1,0.2594
410,244945.501,451.088,992,1136,1099.3297,1934.8186,-2836491.164,-1548075.674,31.36111242,-51.05226342,2593.918,5369.337,0.6891,0.4784,0.4581,1,1,0.4691
411,244944.650,403.257,1040,1136,1149.1871,1934.8272,-2836255.837,-1548075.714,31.37344411,-51.05226477,2711.582,5369.357,0.6523,0.4821,0.4553,1,1,0.4972
412,244913.135,1217.549,224,1184,298.9517,1984.7418,-2840268.948,-1548311.311,31.16314755,-51.06003426,705.026,5487.156,0.6938,0.2745,0.6919,1,1,0.2907
413,244912.396,1169.698,272,1184,348.4178,1984.5823,-2840035.468,-1548310.558,31.17538245,-51.06000942,821.766,5486.779,0.6408,0.2744,0.1773,1,1,0.4880
414,244911.652,1121.853,320,1184,399.0972,1984.5413,-2839796.261,-1548310.365,31.18791746,-51.06000304,941.369,5486.682,0.5986,0.2872,0.4668,1,1,0.1202
415,244910.899,1074.004,368,1184,448.2829,1984.1971,-2839564.105,-1548308.740,31.20008300,-51.05994947,1057.448,5485.870,0.6865,0.4441,0.5453,1,1,0.9300
416,244910.139,1026.160,416,1184,498.8260,1984.2112,-2839325.541,-1548308.807,31.21258431,-51.05995166,1176.729,5485.903,0.6154,0.4166,0.1298,1,1,0.4909
417,244909.372,978.314,464,1184,548.9575,1984.1058,-2839088.921,-1548308.309,31.22498377,-51.05993525,1295.040,5485.655,0.6266,0.2093,0.1013,1,1,0.4505
418,244908.598,930.471,512,1184,598.4368,1983.9709,-2838855.378,-1548307.673,31.23722196,-51.05991426,1411.811,5485.336,0.6754,0.4451,0.7050,1,1,1.0356
419,244907.027,834.787,608,1184,699.0737,1983.8335,-2838380.372,-1548307.024,31.26211341,-51.05989287,1649.314,5485.012,0.6350,0.4864,0.1673,1,1,0.4487
420,244906.233,786.945,656,1184,749.1100,1983.7783,-2838144.201,-1548306.764,31.27448936,-51.05988428,1767.400,5484.882,0.6714,0.3691,0.1591,1,1,0.3981
421,244905.428,739.107,704,1184,798.7883,1983.8786,-2837909.719,-1548307.237,31.28677675,-51.05989989,1884.640,5485.118,0.6906,0.4310,0.5323,1,1,0.7119
422,244904.620,691.268,752,1184,849.1668,1983.5788,-2837671.932,-1548305.822,31.29923733,-51.05985323,2003.534,5484.411,0.6421,0.4145,0.0906,1,1,0.2444
423,244903.800,643.433,800,1184,899.2038,1983.5073,-2837435.758,-1548305.485,31.31161345,-51.05984210,2121.621,5484.242,0.5646,0.1722,0.1186,1,1,0.1306
424,244902.978,595.597,848,1184,948.8649,1983.3391,-2837201.357,-1548304.691,31.32389658,-51.05981592,2238.821,5483.845,0.6478,0.2593,0.2326,1,1,0.3497
425,244902.142,547.763,896,1184,998.8627,1983.2598,-2836965.368,-1548304.316,31.33626299,-51.05980358,2356.816,5483.658,0.5776,0.2615,0.1596,1,1,0.2191
426,244901.306,499.930,944,1184,1048.6213,1983.1795,-2836730.507,-1548303.937,31.34857025,-51.05979106,2474.246,5483.469,0.5903,0.2567,0.2832,1,1,0.3069
427,244900.457,452.100,992,1184,1099.6792,1983.1530,-2836489.514,-1548303.812,31.36119887,-51.05978695,2594.743,5483.406,0.7406,0.5506,0.9753,1,1,0.9626
428,244899.612,404.268,1040,1184,1148.9676,1982.9051,-2836256.873,-1548302.642,31.37338982,-51.05974836,2711.064,5482.821,0.7904,0.6802,0.4152,1,1,0.4487
429,244868.296,1218.359,224,1232,298.9868,2032.7507,-2840268.782,-1548537.913,31.16315622,-51.06750711,705.109,5600.457,0.6928,0.3343,0.7158,1,1,0.3154
430,244867.562,1170.519,272,1232,348.4012,2032.5589,-2840035.546,-1548537.008,31.17537835,-51.06747725,821.727,5600.004,0.7092,0.3696,0.1711,1,1,0.5037
431,244866.822,1122.675,320,1232,398.2670,2032.1278,-2839800.180,-1548534.973,31.18771212,-51.06741014,939.410,5598.987,0.6908,0.3931,0.4524,1,1,0.8403
432,244866.075,1074.838,368,1232,448.1140,2032.2287,-2839564.902,-1548535.449,31.20004124,-51.06742585,1057.049,5599.225,0.7091,0.4178,0.6918,1,1,1.0731
433,244865.320,1026.995,416,1232,498.5166,2032.2098,-2839327.002,-1548535.360,31.21250776,-51.06742291,1175.999,5599.180,0.6989,0.4547,0.4071,1,1,0.7684
434,244864.558,979.160,464,1232,548.8471,2032.0498,-2839089.442,-1548534.605,31.22495647,-51.06739800,1294.779,5598.802,0.6158,0.3752,0.1744,1,1,0.5275
435,244863.789,931.319,512,1232,598.6907,2032.0434,-2838854.180,-1548534.575,31.23728476,-51.06739701,1412.410,5598.787,0.6727,0.4962,0.4010,1,1,0.7237
436,244863.013,883.487,560,1232,648.9762,2031.9338,-2838616.832,-1548534.057,31.24972234,-51.06737995,1531.084,5598.529,0.5128,0.3866,0.1651,1,1,0.4675
437,244862.228,835.647,608,1232,699.0601,2031.7959,-2838380.436,-1548533.407,31.26211006,-51.06735848,1649.282,5598.203,0.5216,0.3186,0.1061,1,1,0.3937
438,244861.439,787.818,656,1232,749.0082,2031.8270,-2838144.681,-1548533.553,31.27446418,-51.06736332,1767.159,5598.277,0.7257,0.4627,0.2010,1,1,0.4163
439,244860.639,739.979,704,1232,798.9416,2031.7554,-2837908.996,-1548533.216,31.28681467,-51.06735219,1885.002,5598.108,0.6127,0.3005,0.2587,1,1,0.4407
440,244859.837,692.154,752,1232,849.2087,2031.5464,-2837671.735,-1548532.229,31.29924769,-51.06731966,2003.633,5597.615,0.6412,0.3430,0.1089,1,1,0.0964
441,244859.022,644.318,800,1232,898.6822,2031.4131,-2837438.220,-1548531.600,31.31148442,-51.06729891,2120.390,5597.300,0.5781,0.2245,0.3661,1,1,0.5256
442,244858.206,596.495,848,1232,948.6781,2031.3364,-2837202.239,-1548531.238,31.32385037,-51.06728696,2238.380,5597.119,0.6825,0.3346,0.2895,1,1,0.4064
443,244857.376,548.661,896,1232,998.7910,2031.1389,-2836965.706,-1548530.306,31.33624526,-51.06725622,2356.647,5596.653,0.6833,0.4159,0.0660,1,1,0.1674
444,244856.545,500.841,944,1232,1048.7977,2031.0957,-2836729.675,-1548530.102,31.34861387,-51.06724950,2474.663,5596.551,0.7418,0.4143,0.0922,1,1,0.0315
445,244855.701,453.010,992,1232,1098.8832,2031.0002,-2836493.271,-1548529.651,31.36100199,-51.06723463,2592.864,5596.325,0.5386,0.2742,0.3248,1,1,0.3148
446,244823.543,1219.151,224,1280,298.8056,2080.7889,-2840269.638,-1548764.653,31.16311139,-51.07498452,704.681,5713.827,0.7398,0.5677,0.5640,1,1,0.2292
447,244822.809,1171.313,272,1280,348.2012,2080.2080,-2840036.490,-1548761.912,31.17532889,-51.07489410,821.255,5712.456,0.6895,0.4439,0.3644,1,1,0.7540
448,244822.069,1123.483,320,1280,398.3140,2080.0723,-2839799.958,-1548761.271,31.18772373,-51.07487298,939.521,5712.136,0.7136,0.4384,0.4296,1,1,0.8035
449,244821.322,1075.648,368,1280,448.2162,2080.1115,-2839564.419,-1548761.456,31.20006651,-51.07487909,1057.290,5712.228,0.6511,0.3573,0.5822,1,1,0.9656
450,244820.567,1027.820,416,1280,498.5936,2080.0508,-2839326.638,-1548761.170,31.21252681,-51.07486963,1176.181,5712.085,0.7276,0.4770,0.3168,1,1,0.6833
451,244818.260,884.330,560,1280,648.8314,2079.9250,-2838617.516,-1548760.576,31.24968651,-51.07485005,1530.742,5711.788,0.6171,0.4368,0.2396,1,1,0.5422
452,244816.686,788.678,656,1280,749.0704,2079.6953,-2838144.388,-1548759.492,31.27447956,-51.07481430,1767.306,5711.246,0.6438,0.3563,0.0108,1,1,0.2715
453,244815.886,740.853,704,1280,798.0682,2079.3620,-2837913.118,-1548757.918,31.28659863,-51.07476241,1882.941,5710.459,0.6761,0.3768,1.0096,1,1,1.2423
454,244815.084,693.030,752,1280,848.2970,2079.1405,-2837676.038,-1548756.873,31.29902219,-51.07472794,2001.481,5709.937,0.6844,0.4034,0.7842,1,1,0.9859
455,244814.269,645.207,800,1280,898.4300,2079.0448,-2837439.411,-1548756.421,31.31142203,-51.07471304,2119.795,5709.711,0.6366,0.3192,0.5982,1,1,0.7660
456,244813.453,597.388,848,1280,948.7715,2079.1929,-2837201.799,-1548757.120,31.32387346,-51.07473609,2238.601,5710.060,0.6761,0.2931,0.0952,1,1,0.2253
457,244812.623,549.567,896,1280,998.8238,2079.0618,-2836965.552,-1548756.502,31.33625336,-51.07471569,2356.724,5709.751,0.7079,0.3865,0.1499,1,1,0.1552
458,244811.792,501.750,944,1280,1048.5633,2079.0659,-2836730.781,-1548756.521,31.34855591,-51.07471633,2474.109,5709.761,0.6847,0.3354,0.0292,1,1,0.0508
459,244810.948,453.932,992,1280,1098.7846,2078.9599,-2836493.736,-1548756.021,31.36097761,-51.07469984,2592.632,5709.510,0.7021,0.4608,0.3876,1,1,0.3843
460,244778.734,1219.956,224,1328,298.0735,2128.2799,-2840273.093,-1548988.811,31.16293033,-51.08237677,702.953,5825.906,0.7427,0.5488,0.3285,1,1,0.7189
461,244777.998,1172.133,272,1328,348.3174,2128.1745,-2840035.942,-1548988.314,31.17535761,-51.08236036,821.529,5825.657,0.6238,0.4025,0.2942,1,1,0.6528
462,244777.256,1124.305,320,1328,398.3081,2128.0562,-2839799.986,-1548987.755,31.18772228,-51.08234195,939.507,5825.378,0.7544,0.5102,0.4257,1,1,0.7947
463,244776.507,1076.485,368,1328,448.5002,2128.1932,-2839563.079,-1548988.402,31.20013675,-51.08236326,1057.960,5825.701,0.6559,0.4087,0.2556,1,1,0.6379
464,244775.750,1028.659,416,1328,499.0201,2128.0049,-2839324.625,-1548987.513,31.21263232,-51.08233396,1177.188,5825.257,0.6386,0.3417,0.2388,1,1,0.3039
465,244774.986,980.841,464,1328,548.1962,2127.9307,-2839092.514,-1548987.163,31.22479549,-51.08232241,1293.243,5825.081,0.5614,0.2899,0.7357,1,1,1.0864
466,244774.214,933.017,512,1328,598.9205,2127.8496,-2838853.095,-1548986.780,31.23734160,-51.08230979,1412.952,5824.890,0.5713,0.2626,0.1455,1,1,0.4277
467,244773.437,885.201,560,1328,649.0373,2127.8569,-2838616.544,-1548986.815,31.24973745,-51.08231093,1531.228,5824.907,0.7380,0.4351,0.0562,1,1,0.2816
468,244772.649,837.378,608,1328,698.9107,2127.7413,-2838381.141,-1548986.269,31.26207310,-51.08229293,1648.929,5824.634,0.6896,0.3987,0.1042,1,1,0.3875
469,244771.859,789.566,656,1328,748.2128,2127.3797,-2838148.436,-1548984.562,31.27426744,-51.08223665,1765.282,5823.781,0.6588,0.4029,0.8313,1,1,1.0906
470,244771.057,741.745,704,1328,798.0686,2127.3222,-2837913.116,-1548984.291,31.28659874,-51.08222769,1882.942,5823.645,0.5969,0.2513,0.9136,1,1,1.1457
471,244770.252,693.935,752,1328,848.1355,2127.1877,-2837676.800,-1548983.656,31.29898225,-51.08220676,2001.100,5823.328,0.6596,0.3257,0.8006,1,1,1.0023
472,244769.435,646.117,800,1328,898.3894,2127.0781,-2837439.602,-1548983.139,31.31141201,-51.08218970,2119.699,5823.069,0.7049,0.3315,0.5019,1,1,0.6679
473,244768.616,598.309,848,1328,948.5203,2127.2018,-2837202.984,-1548983.722,31.32381135,-51.08220895,2238.008,5823.361,0.6676,0.2978,0.1760,1,1,0.3111
474,244767.784,550.494,896,1328,998.3689,2126.9699,-2836967.699,-1548982.628,31.33614087,-51.08217286,2355.651,5822.814,0.5625,0.2378,0.2572,1,1,0.3575
475,244766.951,502.689,944,1328,1048.4541,2126.9162,-2836731.296,-1548982.375,31.34852890,-51.08216450,2473.852,5822.687,0.6349,0.2448,0.1252,1,1,0.1680
476,244766.104,454.876,992,1328,1098.3132,2126.8127,-2836495.962,-1548981.886,31.36086101,-51.08214838,2591.519,5822.443,0.7411,0.4304,0.1296,1,1,0.1698
477,244733.862,1220.787,224,1376,297.9203,2176.2698,-2840273.816,-1549215.323,31.16289244,-51.08984666,702.592,5939.162,0.6616,0.3824,0.4563,1,1,0.8580
478,244733.127,1172.966,272,1376,348.3489,2176.2747,-2840035.793,-1549215.347,31.17536540,-51.08984743,821.603,5939.173,0.7190,0.6255,0.1833,1,1,0.5637
479,244732.384,1125.153,320,1376,397.8989,2176.0509,-2839801.917,-1549214.290,31.18762105,-51.08981259,938.541,5938.645,0.7370,0.6608,0.7587,1,1,1.1484
480,244731.635,1077.335,368,1376,448.5156,2176.1679,-2839563.006,-1549214.842,31.20014057,-51.08983080,1057.997,5938.921,0.6908,0.3786,0.2113,1,1,0.5904
481,244730.877,1029.523,416,1376,498.7552,2176.0768,-2839325.875,-1549214.413,31.21256680,-51.08981662,1176.562,5938.706,0.7358,0.5025,0.0935,1,1,0.4311
482,244730.114,981.708,464,1376,547.8755,2176.0028,-2839094.028,-1549214.063,31.22471616,-51.08980511,1292.486,5938.532,0.5979,0.4598,0.9848,1,1,1.3308
483,244729.342,933.897,512,1376,599.0661,2175.8819,-2838852.408,-1549213.493,31.23737761,-51.08978628,1413.296,5938.246,0.6224,0.2270,0.1963,1,1,0.2346
484,244728.565,886.085,560,1376,648.9304,2175.8040,-2838617.049,-1549213.125,31.24971100,-51.08977417,1530.976,5938.063,0.5945,0.3215,0.0848,1,1,0.3246
485,244727.777,838.274,608,1376,698.4133,2175.7265,-2838383.489,-1549212.759,31.26195006,-51.08976209,1647.755,5937.879,0.6052,0.3245,0.4979,1,1,0.7809
486,244726.987,790.466,656,1376,748.1576,2175.3925,-2838148.696,-1549211.183,31.27425379,-51.08971011,1765.152,5937.091,0.6350,0.3553,0.7795,1,1,1.0375
487,244726.184,742.657,704,1376,797.7766,2175.4353,-2837914.494,-1549211.385,31.28652652,-51.08971677,1882.253,5937.192,0.5820,0.3048,1.0611,1,1,1.2890
488,244725.380,694.852,752,1376,847.9786,2175.2029,-2837677.541,-1549210.288,31.29894343,-51.08968059,2000.729,5936.644,0.7760,0.3818,0.8223,1,1,1.0229
489,244724.562,647.044,800,1376,898.1155,2175.1062,-2837440.895,-1549209.831,31.31134425,-51.08966555,2119.052,5936.416,0.7563,0.3856,0.6018,1,1,0.7700
490,244723.743,599.243,848,1376,948.1864,2174.9997,-2837204.560,-1549209.329,31.32372875,-51.08964896,2237.220,5936.164,0.7341,0.3479,0.4351,1,1,0.5686
491,244722.911,551.437,896,1376,998.2675,2174.9589,-2836968.178,-1549209.136,31.33611577,-51.08964262,2355.411,5936.068,0.6699,0.3614,0.2227,1,1,0.3191
492,244722.078,503.639,944,1376,1047.9889,2174.9176,-2836733.493,-1549208.941,31.34841382,-51.08963619,2472.754,5935.971,0.7476,0.5129,0.2642,1,1,0.3249
493,244721.231,455.836,992,1376,1098.0914,2174.8637,-2836497.009,-1549208.687,31.36080613,-51.08962779,2590.996,5935.843,0.7036,0.3484,0.0591,1,1,0.0992
494,244688.991,1221.611,224,1424,297.8311,2224.2419,-2840274.237,-1549441.752,31.16287038,-51.09731380,702.381,6052.376,0.6855,0.3660,0.5370,1,1,0.9385
495,244688.256,1173.803,272,1424,349.0095,2224.6323,-2840032.675,-1549443.594,31.17552881,-51.09737455,823.163,6053.297,0.8356,0.7423,0.6010,1,1,0.2201
496,244687.513,1125.992,320,1424,398.4137,2223.9740,-2839799.487,-1549440.487,31.18774841,-51.09727209,939.756,6051.744,0.7830,0.6495,0.3828,1,1,0.6921
497,244686.764,1078.187,368,1424,447.9626,2224.0839,-2839565.617,-1549441.006,31.20000377,-51.09728920,1056.692,6052.003,0.7084,0.3504,0.7233,1,1,1.1025
498,244686.006,1030.377,416,1424,498.8581,2224.0653,-2839325.390,-1549440.918,31.21259225,-51.09728630,1176.805,6051.959,0.7728,0.4427,0.1465,1,1,0.2942
499,244685.243,982.574,464,1424,548.0848,2223.9010,-2839093.040,-1549440.143,31.22476792,-51.09726073,1292.980,6051.571,0.5971,0.4258,0.7269,1,1,1.0747
500,244684.471,934.766,512,1424,598.8056,2223.8999,-2838853.638,-1549440.137,31.23731317,-51.09726055,1412.681,6051.569,0.7429,0.4992,0.0765,1,1,0.3680
501,244683.694,886.965,560,1424,648.5732,2223.8467,-2838618.735,-1549439.886,31.24962265,-51.09725227,1530.133,6051.443,0.6481,0.4406,0.2551,1,1,0.5611
502,244682.907,839.160,608,1424,698.4460,2223.6432,-2838383.335,-1549438.926,31.26195816,-51.09722059,1647.833,6050.963,0.6205,0.2675,0.3887,1,1,0.6715
503,244682.116,791.361,656,1424,747.7431,2223.4596,-2838150.652,-1549438.059,31.27415127,-51.09719202,1764.174,6050.530,0.6582,0.3400,1.0498,1,1,1.3065
504,244681.313,743.557,704,1424,797.7111,2223.3359,-2837914.804,-1549437.475,31.28651030,-51.09717277,1882.098,6050.238,0.6038,0.3991,1.0247,1,1,1.2534
505,244680.509,695.761,752,1424,847.8269,2223.2548,-2837678.257,-1549437.093,31.29890592,-51.09716014,2000.372,6050.046,0.7548,0.3844,0.8239,1,1,1.0223
506,244679.692,647.960,800,1424,897.9236,2223.1658,-2837441.801,-1549436.673,31.31129679,-51.09714629,2118.600,6049.836,0.6529,0.2388,0.6223,1,1,0.7887
507,244678.873,600.166,848,1424,947.7544,2223.0557,-2837206.599,-1549436.153,31.32362191,-51.09712915,2236.200,6049.576,0.5632,0.2938,0.6586,1,1,0.7898
508,244678.041,552.368,896,1424,997.7761,2223.0386,-2836970.497,-1549436.072,31.33599423,-51.09712649,2354.252,6049.536,0.7483,0.3976,0.4650,1,1,0.5562
509,244677.207,504.576,944,1424,1047.6983,2222.9429,-2836734.864,-1549435.620,31.34834196,-51.09711159,2472.068,6049.310,0.7362,0.4576,0.3647,1,1,0.4162
510,244676.361,456.782,992,1424,1097.6028,2222.8963,-2836499.315,-1549435.400,31.36068529,-51.09710433,2589.843,6049.200,0.6615,0.2693,0.2554,1,1,0.2558
511,244644.122,1222.416,224,1472,297.6956,2272.2513,-2840274.877,-1549668.356,31.16283686,-51.10478672,702.062,6165.678,0.6739,0.4371,0.6410,1,1,1.0454
512,244643.386,1174.613,272,1472,348.2028,2272.1316,-2840036.483,-1549667.791,31.17532928,-51.10476809,821.259,6165.396,0.7290,0.4232,0.3462,1,1,0.7061
513,244642.644,1126.814,320,1472,397.7226,2272.1514,-2839802.749,-1549667.885,31.18757745,-51.10477118,938.125,6165.442,0.6649,0.3715,0.8288,1,1,1.2184
514,244641.137,1031.215,416,1472,498.2732,2271.8532,-2839328.150,-1549666.477,31.21244757,-51.10472476,1175.425,6164.739,0.6251,0.5101,0.5037,1,1,0.8501
515,244639.602,935.620,512,1472,598.7044,2271.9214,-2838854.115,-1549666.799,31.23728816,-51.10473537,1412.442,6164.900,0.6619,0.3553,0.0574,1,1,0.3729
516,244638.826,887.826,560,1472,648.2797,2271.7878,-2838620.120,-1549666.168,31.24955006,-51.10471457,1529.440,6164.584,0.6386,0.3545,0.4609,1,1,0.7658
517,244638.038,840.029,608,1472,698.2040,2271.6828,-2838384.477,-1549665.673,31.26189831,-51.10469823,1647.262,6164.336,0.6409,0.3052,0.5089,1,1,0.7898
518,244637.248,792.239,656,1472,747.8857,2271.4806,-2838149.979,-1549664.718,31.27418654,-51.10466675,1764.510,6163.859,0.5331,0.2966,0.7920,1,1,1.0475
519,244636.445,744.442,704,1472,797.2648,2271.2282,-2837916.910,-1549663.527,31.28639992,-51.10462747,1881.045,6163.264,0.6643,0.3804,1.3593,1,1,1.5865
520,244635.641,696.655,752,1472,847.7521,2271.1979,-2837678.610,-1549663.384,31.29888740,-51.10462275,2000.195,6163.192,0.7175,0.4171,0.7790,1,1,0.9764
521,244634.824,648.861,800,1472,897.6441,2271.2145,-2837443.120,-1549663.463,31.31122765,-51.10462534,2117.940,6163.231,0.6235,0.3013,0.7349,1,1,0.8968
522,244633.173,553.285,896,1472,997.7648,2270.9900,-2836970.550,-1549662.403,31.33599144,-51.10459040,2354.225,6162.701,0.6633,0.3030,0.3251,1,1,0.4208
523,244632.340,505.504,944,1472,1047.3230,2270.8399,-2836736.635,-1549661.694,31.34824913,-51.10456702,2471.182,6162.347,0.6983,0.3402,0.5757,1,1,0.6286
524,244631.494,457.715,992,1472,1097.2985,2270.7509,-2836500.751,-1549661.274,31.36061003,-51.10455317,2589.124,6162.137,0.6794,0.3217,0.3901,1,1,0.4051
525,244599.251,1223.226,224,1520,297.4145,2320.0708,-2840276.203,-1549894.064,31.16276734,-51.11223010,701.398,6278.532,0.6854,0.4557,0.9467,1,1,1.3446
526,244598.515,1175.433,272,1520,347.9027,2320.1364,-2840037.899,-1549894.374,31.17525503,-51.11224031,820.550,6278.687,0.7480,0.4230,0.5525,1,1,0.9419
527,244597.023,1079.849,368,1520,448.1121,2319.9831,-2839564.911,-1549893.650,31.20004076,-51.11221645,1057.045,6278.325,0.5444,0.3385,0.5134,1,1,0.8809
528,244595.503,984.269,464,1520,548.3770,2319.8401,-2839091.660,-1549892.975,31.22484021,-51.11219419,1293.670,6277.988,0.6904,0.4287,0.3408,1,1,0.6690
529,244594.730,936.480,512,1520,597.9822,2319.7658,-2838857.524,-1549892.625,31.23710951,-51.11218262,1410.738,6277.812,0.6254,0.4328,0.6955,1,1,1.0202
530,244593.954,888.693,560,1520,648.4590,2319.6041,-2838619.273,-1549891.861,31.24959442,-51.11215745,1529.863,6277.431,0.5785,0.2735,0.3140,1,1,0.5782
531,244593.166,840.905,608,1520,698.7257,2319.7279,-2838382.015,-1549892.446,31.26202733,-51.11217672,1648.493,6277.723,0.6750,0.4382,0.1375,1,1,0.1805
532,244592.376,793.121,656,1520,747.2520,2319.0730,-2838152.971,-1549889.354,31.27402979,-51.11207478,1763.015,6276.177,0.6876,0.5325,1.4111,1,1,1.6631
533,244591.573,745.335,704,1520,797.7382,2319.3306,-2837914.676,-1549890.570,31.28651702,-51.11211488,1882.162,6276.785,0.6509,0.4471,0.7465,1,1,0.9722
534,244590.768,697.553,752,1520,847.4127,2319.0167,-2837680.212,-1549889.089,31.29880346,-51.11206602,1999.394,6276.044,0.7194,0.5445,1.0265,1,1,1.2217
535,244589.951,649.771,800,1520,897.6730,2319.0970,-2837442.983,-1549889.468,31.31123481,-51.11207852,2118.008,6276.234,0.6765,0.5038,0.5926,1,1,0.7562
536,244589.132,601.991,848,1520,947.5562,2319.1238,-2837207.535,-1549889.595,31.32357289,-51.11208270,2235.733,6276.297,0.6636,0.3710,0.5142,1,1,0.6396
537,244588.300,554.211,896,1520,997.5917,2319.0282,-2836971.367,-1549889.143,31.33594863,-51.11206781,2353.816,6276.072,0.7468,0.3849,0.3052,1,1,0.3962
538,244587.466,506.433,944,1520,1047.1384,2318.8573,-2836737.507,-1549888.337,31.34820347,-51.11204122,2470.747,6275.668,0.7074,0.3503,0.5657,1,1,0.6150
539,244586.620,458.658,992,1520,1097.3660,2318.7809,-2836500.433,-1549887.976,31.36062672,-51.11202932,2589.284,6275.488,0.6799,0.3728,0.1370,1,1,0.1713
540,244554.360,1224.041,224,1568,297.5954,2368.2699,-2840275.350,-1550121.564,31.16281208,-51.11973255,701.825,6392.282,0.6113,0.3889,0.6783,1,1,1.0805
541,244553.624,1176.257,272,1568,347.5814,2368.1845,-2840039.416,-1550121.161,31.17517559,-51.11971926,819.792,6392.080,0.5571,0.2759,0.7982,1,1,1.1933
542,244550.613,985.126,464,1568,548.1851,2367.8872,-2839092.566,-1550119.758,31.22479275,-51.11967300,1293.217,6391.379,0.6774,0.3759,0.4069,1,1,0.7466
543,244549.840,937.341,512,1568,598.1680,2367.7537,-2838856.647,-1550119.127,31.23715546,-51.11965220,1411.176,6391.064,0.5777,0.3085,0.4354,1,1,0.7537
544,244549.063,889.567,560,1568,648.1482,2367.7376,-2838620.741,-1550119.052,31.24951753,-51.11964971,1529.130,6391.026,0.5581,0.1849,0.3980,1,1,0.6992
545,244548.275,841.783,608,1568,698.3396,2367.6182,-2838383.837,-1550118.488,31.26193183,-51.11963111,1647.581,6390.744,0.6262,0.3378,0.1972,1,1,0.4599
546,244547.485,794.011,656,1568,748.1435,2367.5479,-2838148.762,-1550118.156,31.27425031,-51.11962017,1765.119,6390.578,0.7118,0.5126,0.2833,1,1,0.5345
547,244546.682,746.229,704,1568,797.7513,2367.4181,-2837914.614,-1550117.543,31.28652026,-51.11959996,1882.193,6390.272,0.6897,0.5523,0.5741,1,1,0.7971
548,244545.878,698.460,752,1568,847.8165,2367.2170,-2837678.306,-1550116.594,31.29890334,-51.11956867,2000.347,6389.797,0.6775,0.4818,0.4393,1,1,0.6308
549,244545.061,650.680,800,1568,897.3977,2366.9885,-2837444.283,-1550115.516,31.31116672,-51.11953310,2117.359,6389.258,0.6131,0.3107,0.7395,1,1,0.9009
550,244544.242,602.914,848,1568,947.6293,2367.1164,-2837207.190,-1550116.119,31.32359096,-51.11955300,2235.905,6389.560,0.5853,0.2488,0.2790,1,1,0.4065
551,244543.410,555.137,896,1568,997.6004,2367.1186,-2836971.326,-1550116.130,31.33595078,-51.11955336,2353.837,6389.565,0.6586,0.2202,0.1019,1,1,0.1806
552,244542.576,507.374,944,1568,1047.3641,2366.8419,-2836736.441,-1550114.824,31.34825930,-51.11951027,2471.279,6388.912,0.6073,0.2222,0.1938,1,1,0.2575
553,244541.730,459.600,992,1568,1097.3071,2366.8598,-2836500.710,-1550114.908,31.36061217,-51.11951307,2589.145,6388.954,0.6188,0.3377,0.0452,1,1,0.0777
554,244509.468,1224.864,224,1616,297.3257,2416.1713,-2840276.623,-1550347.659,31.16274537,-51.12718868,701.189,6505.329,0.5907,0.3821,0.9299,1,1,1.3291
